application_number,parent_application_number,parent_filing_date,continuation_type
10584908,PCT/US05/01138,2005-01-13,NST
10584908,60535802,2004-01-13,PRO
10585929,PCT/JP05/01091,2005-01-27,NST
10585962,PCT/US05/01098,2005-01-11,NST
10585962,60536776,2004-01-15,PRO
10585133,PCT/AU00/00833,2000-07-12,NST
10586001,PCT/US05/01338,2005-01-13,NST
10586001,60536451,2004-01-13,PRO
10586062,PCT/AU05/00053,2005-01-17,NST
10583063,PCT/EP04/10890,2004-09-29,NST
10585070,PCT/AU00/00831,2000-07-10,NST
10585930,PCT/JP2005/000181,2005-01-11,NST
10586076,PCT/EP05/50177,2005-01-17,NST
10585334,PCT/EP05/00340,2005-01-15,NST
10586207,PCT/IB04/52883,2004-12-21,NST
10586003,PCT/US03/07138,2003-03-10,NST
10586003,60364567,2002-03-15,PRO
10586003,60410253,2002-09-12,PRO
10586167,PCT/IB05/00141,2005-01-20,NST
10586273,PCT/IB05/00132,2005-01-19,NST
10586274,PCT/EP05/00362,2005-01-15,NST
10585498,PCT/GB2005/000037,2005-01-07,NST
10584913,PCT/EP05/50035,2005-01-05,NST
10586437,PCT/US05/05539,2005-02-22,NST
10585581,PCT/KR2004/001039,2004-05-04,NST
10584067,PCT/EP2004/014414,2004-12-17,NST
10586463,PCT/US05/00954,2005-01-12,NST
10586463,60590151,2004-07-22,PRO
10586463,10766219,2004-01-28,CON
10586412,PCT/GB05/00167,2005-01-19,NST
10586570,PCT/RU05/00003,2005-01-11,NST
10586253,PCT/AU05/00035,2005-01-14,NST
10585982,PCT/KR2005/000223,2005-01-27,NST
10585555,PCT/US05/00616,2005-01-07,NST
10585555,60535669,2004-01-09,PRO
10586537,PCT/KR04/00117,2004-01-20,NST
10586608,PCT/SE05/00053,2005-01-19,NST
10586767,PCT/US05/02038,2005-01-21,NST
10586075,PCT/US2005/000548,2005-01-07,NST
10586075,60536913,2004-01-16,PRO
10586622,PCT/EP05/50327,2005-01-26,NST
10584046,PCT/US04/43679,2004-12-23,NST
10584046,60532088,2003-12-23,PRO
10584046,60532088,2003-12-23,PRO
10584046,60540576,2004-01-31,PRO
10586721,PCT/EP2004/014267,2004-12-15,NST
10586426,PCT/IB05/00030,2005-01-10,NST
10586426,60537525,2004-01-20,PRO
10586426,60629058,2004-11-18,PRO
10586704,PCT/IB05/50195,2005-01-17,NST
10586704,60537804,2004-01-20,PRO
10586805,PCT/IB2005/050260,2005-01-22,NST
10586805,60538910,2004-01-23,PRO
10587059,PCT/US05/01993,2005-01-21,NST
10587059,60538993,2004-01-23,PRO
10586809,PCT/US2005/002023,2005-01-21,NST
10586809,60538718,2004-01-23,PRO
10587030,PCT/EP05/00162,2005-01-11,NST
10586469,PCT/EP05/00356,2005-01-14,NST
10585221,PCT/US05/26987,2005-07-28,NST
10583402,PCT/US04/42505,2004-12-17,NST
10583402,60531251,2003-12-19,PRO
10583623,PCT/EP04/14135,2004-12-11,NST
10587238,PCT/US05/02442,2005-01-26,NST
10587238,60538508,2004-01-26,PRO
10583327,PCT/EP2004/012960,2004-11-16,NST
10584375,PCT/EP04/14297,2004-12-15,NST
10582508,PCT/JP04/18410,2004-12-09,NST
10587102,PCT/GB05/00134,2005-01-20,NST
10587325,PCT/IB05/00148,2005-01-21,NST
10586934,PCT/IB05/50368,2005-01-27,NST
10586934,60540712,2004-01-30,PRO
10587084,PCT/RU05/00022,2005-01-21,NST
10587585,PCT/US05/02710,2005-01-28,NST
10587585,60540060,2004-01-30,PRO
10587068,PCT/IB2005/050258,2005-01-21,NST
10587068,60538275,2004-01-22,PRO
10587684,PCT/US2006/029458,2006-07-28,NST
10587684,11198633,2005-08-05,CIP
10587684,11052328,2005-02-07,CIP
10587684,10822579,2004-04-12,CIP
10587684,10299870,2002-11-19,CIP
10582352,PCT/EP05/08516,2005-08-05,NST
10586910,PCT/FR05/00153,2005-01-26,NST
10582039,PCT/EP05/00604,2005-01-21,NST
10587928,PCT/US05/05445,2005-02-18,NST
10587928,60546235,2004-02-20,PRO
10587443,PCT/US05/03025,2005-01-26,NST
10587443,60539427,2004-01-26,PRO
10587443,60592959,2004-07-29,PRO
10587840,PCT/EP05/50417,2005-02-01,NST
10581887,PCT/EP04/12692,2004-11-10,NST
10588032,PCT/JP05/01519,2005-02-02,NST
10587385,PCT/EP05/00171,2005-01-11,NST
10587875,PCT/EP05/00807,2005-01-27,NST
10582251,PCT/FI04/00752,2004-12-09,NST
10587382,PCT/EP04/50057,2004-01-30,NST
10588284,PCT/EP05/50497,2005-02-04,NST
10588407,PCT/GB2005/000270,2005-01-25,NST
10588628,PCT/JP05/01985,2005-02-03,NST
10585596,PCT/EP2005/000354,2005-01-14,NST
10582041,PCT/US04/40883,2004-12-06,NST
10582041,60527124,2003-12-04,PRO
10581372,PCT/AU04/01677,2004-11-26,NST
10588613,PCT/GB05/00440,2005-02-10,NST
10588565,PCT/US05/00279,2005-01-06,NST
10588565,60542451,2004-02-06,PRO
10587829,PCT/IT2005/000071,2005-02-14,NST
10588560,PCT/CN06/00939,2006-05-10,NST
10581381,PCT/US04/40339,2004-12-02,NST
10581381,60526158,2003-12-02,PRO
10581381,60564424,2004-04-22,PRO
10581100,PCT/GB04/05020,2004-11-30,NST
10588944,PCT/EP05/01285,2005-02-09,NST
10580981,PCT/MX2003/000102,2003-11-26,NST
10588914,PCT/US05/04018,2005-02-10,NST
10588914,60543188,2004-02-10,PRO
10580032,PCT/JP04/17275,2004-11-19,NST
10588748,PCT/EP05/01460,2005-02-10,NST
10588975,PCT/EP05/01136,2005-02-04,NST
10588793,PCT/EP05/50160,2005-01-17,NST
10589042,PCT/SE05/00161,2005-02-10,NST
10588982,PCT/US05/04309,2005-02-11,NST
10588982,60544938,2004-02-13,PRO
10589241,PCT/GB05/00606,2005-02-21,NST
10588997,PCT/EP05/50667,2005-02-16,NST
10588700,PCT/US05/05201,2005-02-17,NST
10588700,60545290,2004-02-18,PRO
10589596,PCT/NL05/00111,2005-02-16,NST
10588813,PCT/FI05/00104,2005-02-17,NST
10589468,PCT/EP05/50244,2005-01-20,NST
10589771,PCT/IB2005/000313,2005-02-11,NST
10589298,PCT/EP04/14583,2004-12-22,NST
10589045,PCT/GB05/00439,2005-02-09,NST
10589909,PCT/ES05/00079,2005-02-17,NST
10588920,PCT/EP05/01277,2005-02-09,NST
10588031,PCT/EP2005/000634,2005-01-22,NST
10589457,PCT/GB05/00510,2005-02-10,NST
10589913,PCT/US05/11370,2005-04-01,NST
10589805,PCT/EP05/01492,2005-02-15,NST
10589480,PCT/EP2005/050214,2005-01-19,NST
10589480,60546421,2004-02-20,PRO
10580616,PCT/IB04/52482,2004-11-19,NST
10580988,PCT/US05/23527,2005-07-01,NST
10580988,60615810,2004-10-04,PRO
10590099,PCT/IB04/00428,2004-02-18,NST
10590035,PCT/IB05/50567,2005-02-14,NST
10590156,PCT/US05/02612,2005-01-31,NST
10590156,60539948,2004-01-29,PRO
10588021,PCT/US05/03191,2005-02-02,NST
10588021,60541179,2004-02-02,PRO
10589951,PCT/JP05/01169,2005-01-21,NST
10590036,PCT/IB2005/050618,2005-02-19,NST
10590036,60546387,2004-02-19,PRO
10590459,PCT/CA05/00262,2005-02-23,NST
10590459,60546206,2004-02-23,PRO
10590102,PCT/ES04/00069,2004-02-17,NST
10590599,PCT/EP05/50901,2005-03-01,NST
10590217,PCT/JP05/03408,2005-02-23,NST
10590576,PCT/US05/05985,2005-02-23,NST
10590576,60547357,2004-02-23,PRO
10580089,PCT/GB04/04781,2004-11-12,NST
10590384,PCT/IB05/50597,2005-02-17,NST
10590342,PCT/JP04/02124,2004-02-24,NST
10590285,PCT/NL05/00263,2005-04-06,NST
10580804,PCT/EP04/53632,2004-12-21,NST
10590710,PCT/JP05/03661,2005-02-25,NST
10590731,PCT/FI05/00129,2005-02-28,NST
10590867,PCT/US05/04673,2005-02-11,NST
10589696,PCT/EP05/01130,2005-02-04,NST
10590453,PCT/EP05/02103,2005-02-24,NST
10590679,PCT/EP2005/050589,2005-02-10,NST
10590713,PCT/JP05/03662,2005-02-25,NST
10591144,PCT/IB05/50677,2005-02-24,NST
10590762,PCT/US05/06173,2005-02-25,NST
10590762,60547902,2004-02-25,PRO
10590956,PCT/US05/10242,2005-03-25,NST
10590956,60556711,2004-03-25,PRO
10590906,PCT/US2005/005596,2005-02-24,NST
10590906,60547512,2004-02-26,PRO
10590906,60579342,2004-06-15,PRO
10591281,PCT/EP05/50678,2005-02-16,NST
10590755,PCT/SG2005/000055,2005-02-25,NST
10580708,PCT/EP04/53631,2004-12-21,NST
10580217,PCT/US04/38907,2004-11-19,NST
10580217,60523685,2003-11-21,PRO
10591508,PCT/JP05/03825,2005-03-01,NST
10591272,PCT/US03/11100,2003-04-10,NST
10591272,60372005,2002-04-12,PRO
10589603,PCT/JP04/03594,2004-03-17,NST
10591862,PCT/IL05/00250,2005-03-03,NST
10592041,PCT/EP05/02356,2005-03-04,NST
10590953,PCT/IB2005/000382,2005-02-14,NST
10590953,60548719,2004-02-27,PRO
10591649,PCT/CH05/00124,2005-03-03,NST
10590402,PCT/US05/07486,2005-03-08,NST
10590402,60553063,2004-03-15,PRO
10591504,PCT/NL05/00148,2005-03-01,NST
10591300,PCT/IB05/50778,2005-03-03,NST
10591300,60550521,2004-03-05,PRO
10591300,60592844,2004-07-30,PRO
10590334,PCT/DK05/00119,2005-02-22,NST
10592051,PCT/CA05/00355,2005-03-09,NST
10592051,60551066,2004-03-09,PRO
10592051,60647420,2005-01-28,PRO
10592160,PCT/SE05/00352,2005-03-10,NST
10588237,PCT/US05/03776,2005-02-07,NST
10588237,60541942,2004-02-06,PRO
10588237,10996070,2004-11-24,CON
10588237,60541942,2004-02-06,PRO
10591225,PCT/US05/08946,2005-03-18,NST
10591225,60554765,2004-03-19,PRO
10592343,PCT/EP04/04732,2004-05-04,NST
10592030,PCT/DE05/00438,2005-03-11,NST
10592546,PCT/EP05/51089,2005-03-10,NST
10592634,PCT/US05/08399,2005-03-14,NST
10592634,60552681,2004-03-12,PRO
10592048,PCT/IB05/51031,2005-03-19,NST
10592048,60554504,2004-03-19,PRO
10591435,PCT/JP04/02881,2004-03-05,NST
10592322,PCT/US05/08382,2005-03-11,NST
10592322,60552437,2004-03-12,PRO
10592808,PCT/SE2005/000382,2005-03-16,NST
10592220,PCT/EP05/51389,2005-03-24,NST
10592845,PCT/US05/09492,2005-03-22,NST
10592845,60557324,2004-03-29,PRO
10592813,PCT/US04/29140,2004-09-08,NST
10592813,60501256,2003-09-08,PRO
10592966,PCT/IB2005/001338,2005-03-14,NST
10592966,60553796,2004-03-15,PRO
10592966,60577980,2004-06-07,PRO
10592966,60553796,2004-03-15,PRO
10592966,60577980,2004-06-07,PRO
10592993,PCT/FR05/00587,2005-03-11,NST
10593002,PCT/US05/08839,2005-03-17,NST
10593002,60560736,2004-03-17,PRO
10592594,PCT/CA05/00426,2005-03-18,NST
10592594,60554357,2004-03-19,PRO
10590092,PCT/US05/06383,2005-02-28,NST
10590092,60549889,2004-03-02,PRO
10593366,PCT/DE04/00582,2004-03-19,NST
10592834,PCT/US05/14819,2005-04-29,NST
10592834,60566769,2004-04-30,PRO
10588030,PCT/EP05/00722,2005-01-26,NST
10589934,PCT/EP04/00013,2004-01-03,NST
10589394,PCT/EP05/50680,2005-02-16,NST
10589394,60545484,2004-02-19,PRO
10588990,PCT/JP05/02066,2005-02-10,NST
10592819,PCT/FR05/00585,2005-03-11,NST
10593687,PCT/EP2005/003265,2005-03-29,NST
10593310,PCT/NL05/00220,2005-03-23,NST
10592095,PCT/GB05/00719,2005-02-25,NST
10594199,PCT/US05/09537,2005-03-23,NST
10594199,60556672,2004-03-25,PRO
10593378,PCT/AU05/00376,2005-03-18,NST
10593983,PCT/US05/13594,2005-04-21,NST
10593983,10832116,2004-04-26,CON
10594111,PCT/SE05/00415,2005-03-22,NST
10594261,PCT/EP05/03279,2005-03-29,NST
10593488,PCT/JP05/05780,2005-03-28,NST
10594240,PCT/JP2005/005427,2005-03-24,NST
10594020,PCT/IB05/51005,2005-03-23,NST
10594020,60556354,2004-03-24,PRO
10594301,PCT/GB05/01218,2005-03-24,NST
10593185,PCT/JP2005/016789,2005-09-13,NST
10593439,PCT/US05/10212,2005-03-25,NST
10593439,60557400,2004-03-30,PRO
10593913,PCT/AU05/00446,2005-03-29,NST
10593913,60557028,2004-03-26,PRO
10594364,PCT/SE2005/000457,2005-03-30,NST
10594492,PCT/EP04/03421,2004-03-31,NST
10594334,PCT/IB2005/000780,2005-03-25,NST
10594855,PCT/US2005/010913,2005-03-31,NST
10594855,60559011,2004-04-01,PRO
10594855,60559202,2004-04-01,PRO
10594855,60559203,2004-04-01,PRO
10594855,60559042,2004-04-01,PRO
10594855,60559275,2004-04-01,PRO
10594855,60559040,2004-04-01,PRO
10594855,60559225,2004-04-01,PRO
10595045,PCT/US04/22517,2004-07-16,NST
10595045,10621821,2003-07-16,CIP
10594856,PCT/US05/10912,2005-03-31,NST
10594856,60559042,2004-04-01,PRO
10594856,60559275,2004-04-01,PRO
10594856,60559040,2004-04-01,PRO
10594856,60559225,2004-04-01,PRO
10594856,60559011,2004-04-01,PRO
10594856,60559202,2004-04-01,PRO
10594856,60559203,2004-04-01,PRO
10594086,PCT/EP04/03199,2004-03-26,NST
10588646,PCT/US05/03858,2005-02-07,NST
10588646,60541776,2004-02-05,PRO
10592613,PCT/DK05/00152,2005-03-08,NST
10592613,60552867,2004-03-12,PRO
10588434,PCT/IB2005/050453,2005-02-03,NST
10588434,60542439,2004-02-05,PRO
10587980,PCT/CA05/00125,2005-02-03,NST
10587980,60541038,2004-02-03,PRO
10587980,60615940,2004-10-06,PRO
10595225,PCT/US04/00660,2004-01-12,NST
10595093,PCT/US04/26701,2004-08-17,NST
10595216,PCT/JP03/12366,2003-09-26,NST
10595217,PCT/JP03/12367,2003-09-26,NST
10595326,PCT/RU04/00241,2004-06-24,NST
10595251,PCT/JP04/14244,2004-09-29,NST
10595420,PCT/US03/34566,2003-10-24,NST
10595394,PCT/SE04/01448,2004-10-12,NST
10595004,PCT/JP05/10844,2005-06-14,NST
10595427,PCT/US03/14552,2003-06-04,NST
10595211,PCT/JP03/12365,2003-09-26,NST
10594494,PCT/CH2005/000181,2005-03-30,NST
10595464,PCT/SE04/01549,2004-10-25,NST
10595464,60481546,2003-10-23,PRO
10595552,PCT/US04/01477,2004-01-20,NST
10587611,PCT/GB05/00275,2005-01-26,NST
10595506,PCT/JP04/15589,2004-10-21,NST
10595467,PCT/US04/34905,2004-10-21,NST
10595467,60513526,2003-10-21,PRO
10595443,PCT/AU04/01451,2004-10-22,NST
10595721,PCT/RU05/00031,2005-02-03,NST
10595723,PCT/RU05/00035,2005-02-03,NST
10595571,PCT/US04/35690,2004-10-27,NST
10595571,60514673,2003-10-27,PRO
10586880,PCT/GB2005/000052,2005-01-10,NST
10586382,PCT/US05/01710,2005-01-20,NST
10586382,60537690,2004-01-20,PRO
10586382,60553681,2004-03-16,PRO
10586382,60614203,2004-09-29,PRO
10587263,PCT/CA05/00085,2005-01-26,NST
10595675,PCT/GB04/04419,2004-10-20,NST
10587060,PCT/IB04/00352,2004-01-23,NST
10587135,PCT/EP05/00668,2005-01-20,NST
10586927,PCT/IB2005/000168,2005-01-24,NST
10595729,PCT/GB04/50020,2004-10-25,NST
10595777,PCT/SE02/00951,2002-05-17,NST
10586950,PCT/EP05/00574,2005-01-21,NST
10595818,PCT/CR03/00002,2003-10-21,NST
10595778,PCT/EP03/03840,2003-04-14,NST
10594516,PCT/EP05/03988,2005-03-30,NST
10595780,PCT/FR04/02906,2004-11-12,NST
10586782,PCT/GB05/00227,2005-01-21,NST
10596483,PCT/US04/42295,2004-12-16,NST
10596483,60530273,2003-12-16,PRO
10595848,PCT/EP2004/013023,2004-11-17,NST
10596662,PCT/IB04/04203,2004-12-13,NST
10596662,60532849,2003-12-24,PRO
10594874,PCT/US05/10783,2005-03-31,NST
10594874,60558422,2004-03-31,PRO
10594874,60632474,2004-12-01,PRO
10596272,PCT/AU2004/001743,2004-12-09,NST
10596678,PCT/US04/43157,2004-12-23,NST
10596796,PCT/JP04/19253,2004-12-22,NST
10596669,PCT/GB04/05343,2004-12-20,NST
10596875,PCT/US04/43139,2004-12-23,NST
10596875,60533943,2004-01-02,PRO
10595754,PCT/JP05/15814,2005-08-30,NST
10596951,PCT/US04/42943,2004-12-21,NST
10596951,10748017,2003-12-29,CIP
10596958,PCT/DE2004/002842,2004-12-31,NST
10586591,PCT/KR04/02527,2004-07-28,NST
10595880,PCT/GB04/04840,2004-11-17,NST
10595968,PCT/IB04/52552,2004-11-25,NST
10596830,PCT/JP04/19819,2004-12-27,NST
10597203,PCT/GB2005/000149,2005-01-17,NST
10596462,PCT/JP04/18371,2004-12-09,NST
10597204,PCT/RU04/00513,2004-12-21,NST
10597247,PCT/IB05/50167,2005-01-14,NST
10597261,PCT/US05/01025,2005-01-12,NST
10597282,PCT/US05/01755,2005-01-20,NST
10597282,60537500,2004-01-20,PRO
10597282,60616390,2004-10-06,PRO
10597243,PCT/IB2005/050106,2005-01-10,NST
10596778,PCT/EP04/01862,2004-02-25,NST
10597190,PCT/FR2005/000055,2005-01-11,NST
10586715,PCT/US05/02088,2005-01-24,NST
10586715,60539033,2004-01-23,PRO
10597375,PCT/EP2005/056523,2005-12-06,NST
10596818,PCT/JP2004/019440,2004-12-24,NST
10596961,PCT/KR04/03491,2004-12-29,NST
10597093,PCT/US05/01103,2005-01-13,NST
10597093,60538131,2004-01-21,PRO
10597093,10925600,2004-08-24,CIP
10586324,PCT/US05/00124,2005-01-03,NST
10586324,10759876,2004-01-16,CIP
10597499,PCT/US2005/000105,2005-01-04,NST
10597499,60539521,2004-01-27,PRO
10597409,PCT/CA05/00069,2005-01-24,NST
10597512,PCT/US2005/003158,2005-01-31,NST
10597512,60540374,2004-01-30,PRO
10597361,PCT/NL2005/000034,2005-01-18,NST
10584018,PCT/AU04/01800,2004-12-21,NST
10597710,PCT/EP05/01121,2005-02-04,NST
10592608,PCT/EP2005/050849,2005-02-28,NST
10585730,PCT/CZ04/00089,2004-12-21,NST
10593149,PCT/JP05/04838,2005-03-17,NST
10585625,PCT/EP2005/012421,2005-02-08,NST
10586112,PCT/EP05/00269,2005-01-13,NST
10597256,PCT/EP2005/001168,2005-02-04,NST
10597256,60542315,2004-02-05,PRO
10597256,60560464,2004-04-08,PRO
10598079,PCT/US05/05169,2005-02-18,NST
10598079,60546302,2004-02-20,PRO
10597367,PCT/GB0205/000094,2005-01-14,NST
10598300,PCT/IB2005/050656,2005-02-23,NST
10598341,PCT/EP05/01947,2005-02-24,NST
10598504,PCT/US2005/006818,2005-03-02,NST
10598504,60549281,2004-03-02,PRO
10598369,PCT/IB05/00502,2005-02-25,NST
10598632,PCT/US05/07279,2005-03-07,NST
10598632,60550968,2004-03-06,PRO
10598451,PCT/EP05/01604,2005-02-17,NST
10584027,PCT/EP2004/014453,2004-12-18,NST
10585424,PCT/US05/00418,2005-01-07,NST
10585424,60535042,2004-01-07,PRO
10585424,60556843,2004-03-27,PRO
10585424,60557232,2004-03-29,PRO
10598298,PCT/IB2005/050676,2005-02-24,NST
10598173,PCT/IB2005/050415,2005-02-01,NST
10597975,PCT/IB05/50473,2005-02-04,NST
10598586,PCT/FR05/00524,2005-03-04,NST
10598895,PCT/US05/22736,2005-06-22,NST
10598895,60582217,2004-06-23,PRO
10597520,PCT/IB05/50202,2005-01-18,NST
10597556,PCT/IB2005/000125,2005-01-19,NST
10598915,PCT/EP05/03211,2005-03-21,NST
10598915,60554808,2004-03-19,PRO
10597393,PCT/IB2005/050168,2005-01-14,NST
10599193,PCT/JP2005/005476,2005-03-25,NST
10599025,PCT/IL05/87153,2005-03-17,NST
10599025,60553966,2004-03-18,PRO
10599025,60553965,2004-03-18,PRO
10599025,60555979,2004-03-25,PRO
10599025,60602636,2004-08-19,PRO
10599045,PCT/US05/08826,2005-03-16,NST
10599045,10801982,2004-03-16,CIP
10598304,PCT/IB2005/050696,2005-02-25,NST
10598992,PCT/IB05/00687,2005-03-17,NST
10597611,PCT/IB2005/050397,2005-01-31,NST
10597403,PCT/EP2005/000663,2005-01-24,NST
10599274,PCT/US05/10567,2005-03-31,NST
10598984,PCT/JP05/04641,2005-03-16,NST
10599329,PCT/IB2005/050943,2005-03-18,NST
10599341,PCT/IB2005/051012,2005-03-24,NST
10597593,PCT/IB2005/050308,2005-01-26,NST
10598808,PCT/JP05/04512,2005-03-15,NST
10597604,PCT/IB2005/050359,2005-01-27,NST
10597724,PCT/US05/26758,2005-07-28,NST
10599228,PCT/DE2005/000156,2005-02-01,NST
10599320,PCT/US2005/010112,2005-03-25,NST
10599320,60556932,2004-03-26,PRO
10599262,PCT/IB2005/050790,2005-03-03,NST
10599342,PCT/IB2005/051011,2005-03-24,NST
10596350,PCT/FR04/03171,2004-12-09,NST
10599356,PCT/IB05/00771,2005-03-24,NST
10597490,PCT/IN2005/000031,2005-01-27,NST
10599596,PCT/FR05/50221,2005-04-08,NST
10599333,PCT/US05/04454,2005-02-14,NST
10599333,60557986,2004-03-31,PRO
10599333,60559173,2004-04-02,PRO
10599690,PCT/CR2005/000003,2005-04-06,NST
10599336,PCT/IB2005/050935,2005-03-17,NST
10596894,PCT/IB2004/004315,2004-12-28,NST
10599810,PCT/GB05/01416,2005-04-14,NST
10599772,PCT/US05/12180,2005-04-11,NST
10599826,PCT/IB05/51127,2005-04-06,NST
10599335,PCT/BR05/00044,2005-04-01,NST
10599982,PCT/IB06/00876,2006-03-06,NST
10599982,60663049,2005-03-17,PRO
10596090,PCT/BR04/00230,2004-11-23,NST
10599986,PCT/KR04/00892,2004-04-19,NST
10599538,PCT/AT2005/000113,2005-03-31,NST
10599357,PCT/DK2005/000195,2005-03-22,NST
10716946,60427338,2002-11-18,PRO
10689897,PCT/SE01/00544,2001-03-16,NST
10712578,60425592,2002-11-12,PRO
10599945,PCT/CH05/00209,2004-04-15,NST
10595386,PCT/GB2004/004283,2004-10-11,NST
10595724,PCT/RU05/00034,2005-02-03,NST
10595649,PCT/US04/36602,2004-11-03,NST
10595649,60517302,2003-11-04,PRO
10599795,PCT/IB05/51156,2005-04-08,NST
10743112,10195267,2002-07-15,CIP
10743112,60306221,2001-07-18,PRO
10823496,10051399,2002-01-17,REI
10933484,09537830,2000-03-29,REI
10599924,PCT/IB05/50887,2005-03-11,NST
10599924,60553310,2004-03-15,PRO
10972091,07640148,1991-01-11,REI
10649653,10321503,2002-12-18,CON
10595770,PCT/BR03/00161,2003-11-10,NST
10938135,60585264,2004-07-01,PRO
10938135,10794751,2004-03-05,CIP
10938135,60452707,2003-03-07,PRO
10938135,60482081,2003-06-23,PRO
10938135,60523880,2003-11-20,PRO
10938135,60528104,2003-12-08,PRO
10824925,10259703,2002-09-27,CON
10824925,60325819,2001-09-27,PRO
10824925,60325815,2001-09-27,PRO
10595726,PCT/IN03/00123,2003-01-06,NST
10595722,PCT/RU05/00033,2005-02-03,NST
10651227,10310914,2002-12-06,CON
10651227,10293338,2002-11-14,CIP
11040112,10851476,2004-05-22,CON
11040112,60472733,2003-05-23,PRO
10590888,PCT/JP04/18696,2004-12-15,NST
10595194,PCT/EP04/52813,2004-10-12,NST
10593270,PCT/JP05/05626,2005-03-18,NST
10595100,PCT/CN04/00939,2004-08-12,NST
11211471,09380327,1999-09-03,CON
11211471,PCT/AU98/00149,1998-03-06,NST
11319235,10242488,2002-09-12,DIV
11319235,09094413,1998-06-09,REI
10594863,PCT/US05/10439,2005-03-29,NST
10594863,10811633,2004-03-29,CON
11432791,08828495,1997-03-31,REI
10594019,PCT/IB05/51006,2005-03-23,NST
10594019,60556706,2004-03-26,PRO
11456854,60698746,2005-07-12,PRO
11432796,09159843,1998-09-24,REI
11432796,08828495,1997-03-31,DIV
11547062,PCT/US2005/011091,2005-04-01,NST
11547062,60559401,2004-04-01,PRO
10593405,PCT/EP2005/002664,2005-03-12,NST
10593117,PCT/EP05/02820,2005-03-17,NST
11547203,PCT/DE05/00573,2005-03-31,NST
11547005,PCT/JP05/06480,2005-04-01,NST
11547248,PCT/US05/10735,2005-04-01,NST
11547248,60559056,2004-04-05,PRO
11547229,PCT/IB04/04262,2004-10-04,NST
11547229,60598547,2004-08-04,PRO
11547207,PCT/AU05/00475,2005-03-31,NST
10592981,PCT/IB05/50893,2005-03-14,NST
11547352,PCT/US2004/004136,2004-02-13,NST
11547352,60447532,2003-02-13,PRO
10590983,PCT/US05/06626,2005-02-28,NST
10590983,60548341,2004-02-27,PRO
11547386,PCT/US05/10779,2005-03-31,NST
11547386,60559583,2004-04-05,PRO
11547079,PCT/CN2004/000283,2004-03-30,NST
11547271,PCT/EP05/51489,2005-04-01,NST
11547526,PCT/BE2005/000033,2005-03-09,NST
10592211,PCT/DE00/00493,2000-02-22,NST
11541350,PCT/ES04/00149,2004-04-01,NST
10592063,PCT/FR2005/000570,2005-03-10,NST
11547216,PCT/EP2005/051413,2005-03-29,NST
11547768,PCT/US05/14965,2005-05-02,NST
11547768,10836956,2004-04-30,CIP
10588170,PCT/US05/03784,2005-02-03,NST
10591761,PCT/US05/06734,2005-03-01,NST
10591761,10790537,2004-03-01,CIP
11547791,PCT/US05/04581,2005-02-11,NST
11547988,PCT/SE05/00513,2005-04-07,NST
11547901,PCT/EP05/51638,2005-04-13,NST
11547628,PCT/US06/26122,2006-06-30,NST
11547628,60695692,2005-06-30,PRO
11547628,11427705,2006-06-29,CON
11547628,60695692,2005-06-30,PRO
11547628,11185668,2005-07-20,CIP
11547628,60589508,2004-07-20,PRO
11547666,PCT/US05/11541,2005-04-07,NST
11547666,60559971,2004-04-07,PRO
11547666,60559972,2004-04-07,PRO
11547666,60560962,2004-04-12,PRO
11547666,60575028,2004-05-28,PRO
11547666,60616408,2004-10-07,PRO
10830352,10442506,2003-05-21,CIP
11547627,PCT/US06/26123,2006-06-30,NST
11547627,60695692,2005-06-30,PRO
11547836,PCT/US05/11807,2005-04-05,NST
11568066,PCT/US05/13546,2005-04-20,NST
11568066,60563628,2004-04-20,PRO
11568163,PCT/ES04/70024,2004-04-22,NST
11568100,PCT/AU05/00562,2005-04-21,NST
11547789,PCT/EP05/03459,2005-04-01,NST
11547789,60559150,2004-04-02,PRO
11568287,PCT/EP05/04274,2005-04-21,NST
11547881,PCT/US05/10683,2005-03-30,NST
11547210,PCT/CA05/00471,2005-03-31,NST
11568414,PCT/US05/15011,2005-04-29,NST
11568414,60521462,2004-04-29,PRO
11568494,PCT/EP05/04651,2005-04-29,NST
11547436,PCT/EP05/03159,2005-03-24,NST
11547106,PCT/IB04/01168,2004-04-01,NST
11323693,11144304,2005-06-03,CIP
11568402,PCT/IB2005/051365,2005-04-26,NST
11564644,PCT/CA2005/000813,2005-05-30,NST
11568041,PCT/EP2005/004270,2005-04-20,NST
11227546,60611149,2004-09-18,PRO
10898909,09590908,2000-06-09,REI
10898909,60138197,1999-06-09,PRO
11568894,PCT/US05/17139,2005-05-16,NST
11568894,60573214,2004-05-21,PRO
11569278,PCT/EP05/05061,2005-05-11,NST
11569358,PCT/IL05/00526,2005-05-23,NST
11568797,PCT/JP2005/008362,2005-05-06,NST
11568976,PCT/IT05/00271,2005-05-10,NST
11568976,60569567,2004-05-10,PRO
10795701,60452627,2003-03-06,PRO
11568708,PCT/IB05/51387,2005-04-28,NST
