application_number,parent_application_number,parent_filing_date,continuation_type
11885296,60648895,2005-02-01,PRO
11816436,PCT/EP06/60007,2006-02-16,NST
11885002,PCT/US06/06524,2006-02-24,NST
11885002,60656492,2005-02-25,PRO
11885570,PCT/US06/07723,2006-03-03,NST
11885570,60658235,2005-03-03,PRO
11885487,PCT/EP06/01575,2006-02-22,NST
11885358,PCT/EP2006/060272,2006-02-24,NST
11885593,PCT/GB2006/000643,2006-02-24,NST
11884992,PCT/AU05/01280,2005-08-25,NST
11884992,60685913,2005-05-31,PRO
11816600,PCT/US06/05748,2006-02-17,NST
11816600,60654151,2005-02-18,PRO
11885621,PCT/IL06/00280,2006-03-01,NST
11885621,60657412,2005-03-02,PRO
11885621,60657414,2005-03-02,PRO
11885621,60667022,2005-04-01,PRO
11885476,PCT/IL2006/000285,2006-03-01,NST
11885476,60657555,2005-03-01,PRO
11884501,PCT/US06/06303,2006-02-21,NST
11884501,60654606,2005-02-18,PRO
11886091,PCT/EP2006/002463,2006-03-17,NST
11886091,60663658,2005-03-21,PRO
11886116,PCT/AU06/00323,2006-03-10,NST
11885074,PCT/JP06/03389,2006-02-24,NST
11885382,PCT/GB06/00786,2006-03-02,NST
11886174,PCT/GB2006/000845,2006-03-11,NST
11815509,PCT/JP2006/301422,2006-01-30,NST
11816227,PCT/GR2005/000022,2005-06-10,NST
11885195,PCT/AU06/00282,2006-03-03,NST
11885730,PCT/EP2007/003798,2007-04-30,NST
11885549,PCT/FR2005/050992,2005-11-24,NST
11886143,PCT/EP2006/004378,2006-05-10,NST
11884919,PCT/CH2005/000100,2005-02-22,NST
11886180,PCT/GB2006/000862,2006-03-13,NST
11886055,PCT/GB2006/050048,2006-03-08,NST
11815510,PCT/US05/14188,2005-04-25,NST
11815510,60652265,2005-02-11,PRO
11814070,PCT/US06/03240,2006-01-30,NST
11814070,60648039,2005-01-28,PRO
11886369,PCT/US2006/009065,2006-03-14,NST
11886369,60661031,2005-03-14,PRO
11815032,PCT/US2006/003817,2006-02-02,NST
11815032,60649470,2005-02-02,PRO
11886368,PCT/EP2006/002682,2006-03-23,NST
11886545,PCT/US2006/008876,2006-03-14,NST
11886545,11141948,2005-06-02,CIP
11886545,11120936,2005-05-04,CIP
11886545,11078664,2005-03-14,CIP
11886421,PCT/IL2006/000344,2006-03-16,NST
11886421,60662349,2005-03-17,PRO
11886201,PCT/EP2006/060642,2006-03-13,NST
11886558,PCT/EP2006/002491,2006-03-17,NST
11884974,PCT/FI06/50075,2006-02-22,NST
11886221,PCT/IL2006/000339,2006-03-15,NST
11886221,60661512,2005-03-15,PRO
11813612,PCT/US07/72246,2007-06-27,NST
11886362,PCT/AU2006/000352,2006-03-16,NST
11814512,PCT/AT06/00019,2006-01-17,NST
11886820,PCT/US06/11831,2006-03-30,NST
11886820,60667189,2005-03-30,PRO
11814196,PCT/IB2005/052141,2005-06-28,NST
11886224,PCT/JP2006/305873,2006-03-23,NST
11886974,PCT/US2006/010333,2006-03-21,NST
11886711,PCT/EP2006/061065,2006-03-27,NST
11887040,PCT/US06/10858,2006-03-24,NST
11887040,60665209,2005-03-25,PRO
11814121,PCT/JP2006/300462,2006-01-16,NST
11813884,PCT/IB06/01422,2006-01-13,NST
11813884,60644359,2005-01-14,PRO
11813884,60647793,2005-01-27,PRO
11886455,PCT/ES2006/000136,2006-03-17,NST
11813205,PCT/CN06/02427,2006-09-18,NST
11887313,PCT/FR2006/000683,2006-03-28,NST
11886691,PCT/EP2006/002635,2006-03-22,NST
11887494,PCT/US2006/012034,2006-03-29,NST
11887494,60666675,2005-03-30,PRO
11886811,PCT/EP2006/060938,2006-03-22,NST
11887594,PCT/GB2006/000999,2006-03-17,NST
11887563,PCT/IL06/00403,2006-03-30,NST
11887563,60708766,2005-08-17,PRO
11887563,60708765,2005-08-17,PRO
11887554,PCT/CA2006/000503,2006-04-03,NST
11887554,60667243,2005-04-01,PRO
11887651,PCT/EP2006/003256,2006-04-10,NST
11887651,60699861,2005-07-18,PRO
11887676,PCT/EP2006/061222,2006-03-31,NST
11813203,PCT/CN2006/002423,2006-09-18,NST
11887675,PCT/US06/12380,2006-03-31,NST
11887675,60667229,2005-04-01,PRO
11887675,60697518,2005-07-08,PRO
11887602,PCT/IN2006/000124,2006-04-04,NST
11887349,PCT/KR2005/003925,2005-11-18,NST
11887607,PCT/US2006/010827,2006-03-23,NST
11887607,60665762,2005-03-28,PRO
11905507,10224477,2002-08-21,CON
11905507,08729300,1996-10-10,REI
11813692,PCT/US07/71346,2007-06-15,NST
11813692,60813983,2006-06-15,PRO
11887302,PCT/US2006/011460,2006-03-29,NST
11887302,60666536,2005-03-30,PRO
11887662,PCT/US06/12942,2006-04-07,NST
11887662,60669615,2005-04-08,PRO
11887662,60734518,2005-11-08,PRO
11887662,60773366,2006-02-13,PRO
11908287,PCT/EP2006/060671,2006-03-13,NST
11908124,PCT/IB2006/001845,2006-03-08,NST
11908124,60659760,2005-03-08,PRO
11908027,PCT/EP06/01396,2006-02-16,NST
11908108,PCT/IB2006/050612,2006-02-28,NST
11908113,PCT/US06/08676,2006-03-10,NST
11908113,60660207,2005-03-10,PRO
11884076,PCT/EP2006/001322,2006-02-10,NST
11813177,PCT/CN06/02422,2006-09-18,NST
11813566,PCT/US06/01011,2006-01-12,NST
11795937,PCT/NL2006/000044,2006-01-26,NST
11908119,PCT/DE06/00288,2006-02-17,NST
11813509,PCT/AU05/01896,2005-12-15,NST
11908348,PCT/EP06/60312,2006-02-27,NST
11909026,PCT/KR2005/002687,2005-08-17,NST
11813500,PCT/EP2006/012227,2007-01-09,NST
11887436,PCT/US2006/011764,2006-03-31,NST
11887436,60667388,2005-03-31,PRO
11908928,PCT/DE2006/000445,2006-03-13,NST
11909047,PCT/US2006/010426,2006-03-21,NST
11909047,60664041,2005-03-21,PRO
11909137,PCT/CN2006/000425,2006-03-20,NST
11908155,PCT/EP2006/002480,2006-03-09,NST
11909380,PCT/US06/10442,2006-03-22,NST
11909333,PCT/SG2006/000065,2006-03-20,NST
11909333,60663213,2005-03-21,PRO
11909333,60663199,2005-03-21,PRO
11909333,60663206,2005-03-21,PRO
11909314,PCT/EP2006/060966,2006-03-22,NST
11909301,PCT/RU05/00374,2005-07-08,NST
11813419,PCT/JP06/00001,2006-01-10,NST
11908816,PCT/IB2006/000736,2006-03-20,NST
11908816,60665734,2005-03-28,PRO
11909214,PCT/US2006/010674,2006-03-21,NST
11909214,60663883,2005-03-21,PRO
11909382,PCT/CH06/00161,2006-03-17,NST
11909161,PCT/AU2006/000382,2006-03-22,NST
11909403,PCT/US06/10464,2006-03-22,NST
11909403,60665168,2005-03-25,PRO
11909478,PCT/IB06/00673,2006-03-24,NST
11909458,PCT/US06/10765,2006-03-23,NST
11909527,PCT/SE2006/000363,2006-03-22,NST
11909546,PCT/GB2006/001074,2006-03-23,NST
11909546,60664718,2005-03-23,PRO
11909546,60664510,2005-03-23,PRO
11909284,PCT/JP2006/305650,2006-03-22,NST
11908999,PCT/EP06/02534,2006-03-20,NST
11909173,PCT/IB2006/000621,2006-03-20,NST
11909173,60663818,2005-03-21,PRO
11909173,60719726,2005-09-22,PRO
11909173,60782261,2006-03-14,PRO
11909131,PCT/US06/10350,2006-03-22,NST
11909131,60664427,2005-03-23,PRO
11909491,PCT/EP2006/002733,2006-03-24,NST
11909416,PCT/EP06/61007,2006-03-23,NST
11887303,PCT/US2006/011498,2006-03-29,NST
11887303,60666536,2005-03-30,PRO
11908914,PCT/US06/09705,2006-03-17,NST
11908914,60662354,2005-03-17,PRO
11909784,PCT/GB2006/001191,2006-03-30,NST
11908471,PCT/US06/09091,2006-03-14,NST
11908471,60662081,2005-03-15,PRO
11908471,60666911,2005-03-31,PRO
11908709,PCT/JP2006/305628,2006-03-15,NST
11908655,PCT/EP2006/060707,2006-03-14,NST
11908655,60661596,2005-03-14,PRO
11887693,PCT/NZ2006/000060,2006-03-29,NST
11910009,PCT/US06/12738,2006-04-05,NST
11910009,60668846,2005-04-06,PRO
11909959,PCT/US06/00552,2006-01-09,NST
11909959,60666202,2005-03-28,PRO
11910176,PCT/US06/11425,2006-03-28,NST
11910176,60665656,2005-03-28,PRO
11910015,PCT/EP2005/008527,2005-08-05,NST
11886096,PCT/EP06/01763,2006-02-27,NST
11908656,PCT/US06/09737,2006-03-17,NST
11908656,60663423,2005-03-18,PRO
11887880,PCT/US2006/012512,2006-04-05,NST
11885473,PCT/GB06/00756,2006-03-02,NST
11887201,PCT/CA2005/000475,2005-03-24,NST
11909591,PCT/US06/08757,2006-03-08,NST
11909591,60665646,2005-03-24,PRO
11909591,60717644,2005-09-15,PRO
11886637,PCT/JP2006/303879,2006-03-01,NST
11886873,PCT/IT05/00215,2005-04-14,NST
11886806,PCT/EP2006/060546,2006-03-08,NST
11910238,PCT/JP2006/306339,2006-03-28,NST
11910279,PCT/GB06/01380,2006-04-13,NST
11909401,PCT/US06/11356,2006-03-22,NST
11909401,60664426,2005-03-22,PRO
11886620,PCT/GB2006/000611,2006-02-21,NST
11910245,PCT/EP2006/003363,2006-04-03,NST
11886810,PCT/EP2005/013185,2005-12-09,NST
11910652,PCT/IB06/00789,2006-04-04,NST
11910635,PCT/US06/12414,2006-04-04,NST
11910635,60668222,2005-04-04,PRO
11886184,PCT/GB2006/000872,2006-03-13,NST
11886165,PCT/JP2006/304954,2006-03-14,NST
11910752,PCT/JP2005/022134,2005-11-25,NST
11910570,PCT/JP2006/306222,2006-03-28,NST
11885308,PCT/CH2006/000154,2006-03-16,NST
11910239,PCT/US06/12245,2006-03-31,NST
11910239,60666932,2005-03-31,PRO
11910756,PCT/CA06/00885,2006-06-02,NST
11910756,60686430,2005-06-02,PRO
11910946,PCT/CN2006/000604,2006-04-05,NST
11910946,11100619,2005-04-07,CIP
11886279,PCT/AU06/00363,2006-03-16,NST
11911010,PCT/GB2006/050076,2006-04-08,NST
11885514,PCT/EP06/01968,2006-03-03,NST
11910409,PCT/EP06/02207,2006-03-10,NST
11886043,PCT/GB06/00788,2006-03-06,NST
11911059,PCT/US06/12803,2006-04-06,NST
11911100,PCT/US2006/013473,2006-04-10,NST
11911100,60669347,2005-04-08,PRO
11911094,PCT/US06/14362,2006-04-14,NST
11911094,60671745,2005-04-15,PRO
11911193,PCT/US06/13628,2006-04-11,NST
11911193,60670459,2005-04-11,PRO
11911193,11393196,2006-03-29,CON
11911193,60670459,2005-04-11,PRO
11885580,PCT/EP2006/060004,2006-02-16,NST
11885201,PCT/EP06/01910,2006-03-02,NST
11911476,PCT/US06/14244,2006-04-14,NST
11884438,PCT/KR06/00635,2006-02-23,NST
11910907,PCT/US06/13031,2006-04-06,NST
11910907,60687130,2005-06-02,PRO
11910907,60669330,2005-04-06,PRO
11910625,PCT/IB06/00775,2006-04-04,NST
11886418,PCT/EP2006/002816,2006-03-17,NST
11885089,PCT/US2006/006664,2006-02-24,NST
11885089,60657178,2005-02-25,PRO
11884807,PCT/US2006/006302,2006-02-21,NST
11884807,60655206,2005-02-20,PRO
11884088,PCT/US2006/004349,2006-02-07,NST
11884088,60651571,2005-02-07,PRO
11817216,PCT/US2006/006437,2006-02-24,NST
11817216,60656838,2005-02-25,PRO
11817216,60656839,2005-02-25,PRO
11911756,PCT/IB06/01375,2006-05-18,NST
11883966,PCT/GB2005/000453,2005-02-09,NST
11911534,PCT/AT06/00140,2006-04-06,NST
11884072,PCT/IB2006/000251,2006-02-01,NST
11911973,PCT/US2006/014331,2006-04-17,NST
11911973,60673218,2005-04-20,PRO
11911973,11341723,2006-01-27,CIP
11911909,PCT/US2006/015018,2006-04-21,NST
11911909,60674198,2005-04-22,PRO
11912256,PCT/KR2006/001515,2006-04-21,NST
11912264,PCT/US2006/015552,2006-04-20,NST
11912264,60674047,2005-04-22,PRO
11912264,60776594,2006-02-24,PRO
11912161,PCT/US06/15532,2006-04-21,NST
11912161,60674057,2005-04-22,PRO
11911937,PCT/US06/14648,2006-04-18,NST
11911937,60672574,2005-04-18,PRO
11910953,PCT/US06/13149,2006-04-07,NST
11910953,60669418,2005-04-08,PRO
11910428,PCT/EP06/61183,2006-03-30,NST
11883691,PCT/EP06/50702,2006-02-06,NST
11883986,PCT/EP2006/050770,2006-02-08,NST
11883892,PCT/IB2006/001400,2006-02-07,NST
11883892,60593696,2005-02-07,PRO
11883892,60728161,2005-10-19,PRO
11883892,60739522,2005-11-23,PRO
11883892,60743098,2006-01-05,PRO
11912541,PCT/IB06/01523,2006-04-12,NST
11912131,PCT/JP2006/308211,2006-04-19,NST
11911320,PCT/RU2005/000188,2005-04-12,NST
11912752,PCT/EP2006/002202,2006-03-10,NST
11911703,PCT/US06/15211,2006-04-21,NST
11911703,60673926,2005-04-22,PRO
11911795,PCT/US06/17449,2006-05-05,NST
11911795,60677933,2005-05-05,PRO
11912653,PCT/US06/15679,2006-04-25,NST
11912653,60674577,2005-04-25,PRO
11912963,PCT/GB06/01493,2006-04-25,NST
11912976,PCT/JP2007/060185,2007-05-16,NST
11912979,PCT/EP2006/002205,2006-03-10,NST
11912718,PCT/EP06/03848,2006-04-26,NST
11912334,PCT/US2006/015984,2006-04-27,NST
11912334,60675131,2005-04-27,PRO
11912300,PCT/EP06/03278,2006-04-10,NST
11912989,PCT/IB2006/001085,2006-04-18,NST
11912989,60676255,2005-04-29,PRO
11913005,PCT/JP2007/058136,2007-04-13,NST
11911294,PCT/FR06/00724,2006-04-03,NST
11913006,PCT/US2006/016748,2006-04-29,NST
11913006,60676118,2005-04-29,PRO
11912952,PCT/ES05/00229,2005-04-29,NST
11912358,PCT/EP2006/062077,2006-05-04,NST
11910940,PCT/US2006/013468,2006-04-07,NST
11910940,60669141,2005-04-07,PRO
11913147,PCT/JP2006/314946,2006-07-21,NST
11913147,60703640,2005-07-28,PRO
11913147,60799960,2006-05-11,PRO
11910897,PCT/CN06/00610,2006-04-06,NST
11911681,PCT/EP06/03415,2006-04-13,NST
11911613,PCT/US2006/014056,2006-04-13,NST
11911613,60672117,2005-04-13,PRO
11911613,60675157,2005-04-27,PRO
11911613,60675226,2005-04-27,PRO
11911613,60675134,2005-04-27,PRO
11911613,60748332,2005-12-07,PRO
11911613,60776239,2006-02-24,PRO
11911201,PCT/CN2006/000219,2006-02-14,NST
11913268,PCT/US2005/016889,2006-05-13,NST
11912935,PCT/IB06/51241,2006-04-21,NST
11911647,PCT/DE05/00696,2005-04-13,NST
11913517,PCT/EP06/62023,2006-05-03,NST
11913473,PCT/EP2006/003760,2006-04-24,NST
11913564,PCT/ES2005/000377,2005-07-01,NST
11913505,PCT/EP06/61865,2006-04-27,NST
11913503,PCT/IB2006/001133,2006-05-03,NST
11913703,PCT/US06/17913,2006-05-08,NST
11913703,60678124,2005-05-06,PRO
11911440,PCT/GB06/01389,2006-04-13,NST
11913576,PCT/NZ06/00096,2006-05-05,NST
11913766,PCT/US06/17748,2006-05-05,NST
11913766,60678878,2005-05-06,PRO
11913766,60793871,2006-04-20,PRO
11911395,PCT/GB2006/001350,2006-04-13,NST
11913887,PCT/US2006/008822,2006-03-10,NST
11913887,60679985,2005-05-12,PRO
11912836,PCT/JP2006/308139,2006-04-18,NST
11913635,PCT/GB06/01631,2006-05-04,NST
11913972,PCT/NZ06/00101,2006-05-09,NST
11913913,PCT/US06/20461,2006-05-26,NST
11913913,60685283,2005-05-27,PRO
11913993,PCT/IB2005/003642,2005-11-25,NST
11914118,PCT/US06/17795,2006-05-08,NST
11914118,60679457,2005-05-09,PRO
11914042,PCT/US06/18404,2006-05-12,NST
11914042,60680708,2005-05-12,PRO
11914042,60787304,2006-03-29,PRO
11913627,PCT/IB06/01204,2006-04-26,NST
11911217,PCT/US06/13710,2006-04-11,NST
11911217,11106338,2005-04-14,CON
11914232,PCT/FR2006/001178,2005-05-11,NST
11911123,PCT/GB06/01387,2006-04-18,NST
11914306,PCT/US06/18351,2006-05-12,NST
11914306,60681100,2005-05-13,PRO
11914233,PCT/EP2006/062274,2006-05-12,NST
11913759,PCT/IB06/01276,2006-04-27,NST
11914368,PCT/EP06/04564,2006-05-15,NST
11914441,PCT/NL2006/050286,2006-11-14,NST
11914224,PCT/IB06/51411,2006-05-04,NST
11914383,PCT/GB2006/050104,2006-05-13,NST
11914477,PCT/EP06/04675,2006-05-17,NST
11910740,PCT/IT2005/000753,2005-12-22,NST
11914808,PCT/US2006/017978,2006-05-09,NST
11914808,60683150,2005-05-20,PRO
11915214,PCT/EP2006/004971,2006-05-24,NST
11915275,PCT/EP2006/062593,2006-05-24,NST
11915275,60684638,2005-05-26,PRO
11915164,PCT/EP2006/062495,2006-05-22,NST
11915140,PCT/US06/20101,2006-05-24,NST
11915140,60685035,2005-05-25,PRO
11915335,PCT/CN2006/001029,2006-05-19,NST
11915402,PCT/GB06/01932,2006-05-25,NST
11913674,PCT/US06/05638,2006-02-17,NST
11913674,60654166,2005-02-18,PRO
11915651,PCT/GB2006/001850,2006-05-19,NST
11914336,PCT/US2006/018616,2006-05-15,NST
11914336,60681232,2005-05-13,PRO
11914336,60695988,2005-07-01,PRO
11915720,PCT/US2006/020795,2006-05-30,NST
11915720,60685549,2005-05-27,PRO
11913343,PCT/GB06/01694,2006-05-10,NST
11913343,60682863,2005-05-20,PRO
11914860,PCT/US06/19589,2006-05-19,NST
11914860,60682510,2005-05-19,PRO
11915999,PCT/JP2007/061592,2007-06-01,NST
11915991,PCT/IB2006/001383,2006-05-26,NST
11916016,PCT/US06/19826,2006-05-22,NST
11915995,PCT/US06/20986,2006-05-30,NST
11915995,60686062,2005-05-31,PRO
11914168,PCT/FR2006/000980,2006-05-02,NST
11916185,PCT/GB2006/001859,2006-05-19,NST
11916134,PCT/US06/21118,2006-06-01,NST
11916134,60686673,2005-06-02,PRO
11916271,PCT/US06/20169,2006-05-23,NST
11916271,60686020,2005-05-31,PRO
11915528,PCT/CA06/00837,2006-05-23,NST
11915528,60684212,2005-05-25,PRO
11916409,PCT/GB2006/002040,2006-06-05,NST
11915064,PCT/US2006/019950,2006-05-23,NST
11916523,PCT/NZ2006/000147,2006-06-12,NST
11910648,PCT/GB2006/001204,2006-03-31,NST
11913068,PCT/JP2006/314443,2006-07-14,NST
11913068,60704054,2005-07-28,PRO
11916424,PCT/US06/21390,2006-06-02,NST
11910502,PCT/IL06/00426,2006-04-04,NST
11910502,60667684,2005-04-04,PRO
11916528,PCT/JP2006/311347,2006-06-06,NST
11913235,PCT/JP2006/314945,2006-07-21,NST
11913235,60702446,2005-07-25,PRO
11916930,PCT/GB06/02152,2006-06-12,NST
11916922,PCT/IB06/51833,2006-06-08,NST
11916398,PCT/EP06/62819,2006-06-01,NST
11909799,PCT/US06/12915,2006-04-06,NST
11909914,PCT/JP2006/305991,2006-03-24,NST
11910427,PCT/US2006/012371,2006-03-31,NST
11910427,60667291,2005-03-31,PRO
11917114,PCT/FI06/50246,2006-06-09,NST
11917117,PCT/US06/21749,2006-06-05,NST
11917117,60688636,2005-06-08,PRO
11917117,11178615,2005-07-11,CIP
11914033,PCT/US2006/018191,2006-05-11,NST
11914033,60680451,2005-05-11,PRO
11917252,PCT/BR05/00108,2005-06-13,NST
11916969,PCT/FR2006/050536,2006-06-08,NST
11910233,PCT/EP2005/003363,2005-03-31,NST
11917131,PCT/US2006/022241,2006-06-08,NST
11917131,60689615,2005-06-10,PRO
11909860,PCT/EP2006/062139,2006-05-09,NST
11917343,PCT/EP2006/005669,2006-06-13,NST
11917344,PCT/EP06/05637,2006-06-14,NST
11910183,PCT/GB2006/001219,2006-04-03,NST
11909808,PCT/DE2006/000574,2006-03-29,NST
11910232,PCT/IB06/01024,2006-04-04,NST
11917468,PCT/EP2006/062843,2006-06-01,NST
11916115,PCT/US06/21246,2006-06-02,NST
11916115,60687429,2005-06-03,PRO
11909073,PCT/US2006/008374,2006-03-09,NST
11909073,60659844,2005-03-09,PRO
11915876,PCT/JP2006/310632,2006-05-29,NST
11909616,PCT/US05/32946,2005-09-12,NST
11909616,11085868,2005-03-23,CIP
11909616,11105321,2005-04-13,CIP
11909616,10043873,2002-01-10,CIP
11909616,60261124,2001-01-12,PRO
11909616,11059291,2005-02-15,CIP
11909616,10043873,2002-01-10,CON
11909616,11185541,2005-07-19,CIP
11909616,10043873,2002-01-10,CIP
11909616,60261124,2001-01-12,PRO
11909616,11105321,2005-04-13,CIP
11909616,11085868,2005-03-23,CIP
11909616,11059291,2005-02-15,CIP
11909779,PCT/GB2006/000870,2006-03-13,NST
11917762,PCT/EP06/63222,2006-06-14,NST
11917354,PCT/IB2006/001613,2006-06-06,NST
11917354,60691065,2005-06-16,PRO
11917407,PCT/CA06/00968,2006-06-13,NST
11917407,60690511,2005-06-15,PRO
11917420,PCT/IB2006/001566,2006-06-06,NST
11917420,60690631,2005-06-15,PRO
11917089,PCT/IB2006/001581,2006-06-06,NST
11917089,60691350,2005-06-16,PRO
11917089,60748778,2005-12-09,PRO
11917502,PCT/DK06/00343,2006-06-14,NST
11909410,PCT/US06/09886,2006-03-21,NST
11909410,60663913,2005-03-21,PRO
11909410,10488574,2004-09-13,CIP
11909410,PCT/US02/25608,2002-08-13,NST
11909410,60318021,2001-09-07,PRO
11909589,PCT/EP06/02325,2006-03-14,NST
11917861,PCT/CA05/00948,2005-06-16,NST
11917827,PCT/NZ2006/000154,2006-06-15,NST
11918096,PCT/US2007/021531,2007-02-28,NST
11914189,PCT/US06/18544,2006-05-12,NST
11914189,60680324,2005-05-12,PRO
11914189,60706297,2005-08-08,PRO
11914189,60784399,2006-03-20,PRO
11918046,PCT/BE2006/000031,2006-04-06,NST
11914507,PCT/JP2006/309720,2006-05-16,NST
11917834,PCT/AT2006/000247,2006-06-16,NST
11917924,PCT/EP06/63414,2006-06-21,NST
11917736,PCT/EP06/05555,2006-06-09,NST
11917446,PCT/IB06/52029,2006-06-22,NST
11918535,PCT/FR2006/000745,2006-04-03,NST
11918382,PCT/CA2005/001008,2005-06-28,NST
11918382,60671083,2005-04-14,PRO
11918482,PCT/GB2006/001364,2006-04-13,NST
11918445,PCT/IB2006/002750,2006-04-18,NST
11918445,60672101,2005-04-18,PRO
11918445,60719214,2005-09-22,PRO
11917443,PCT/IB2006/051876,2006-06-13,NST
11917962,PCT/US2006/025560,2006-06-29,NST
11917962,60696612,2005-07-05,PRO
11917401,PCT/IL2006/000690,2006-06-15,NST
11918818,PCT/EP2006/061652,2006-04-19,NST
11918728,PCT/US06/14422,2006-04-18,NST
11917997,PCT/US06/24552,2006-06-23,NST
11917997,60693381,2005-06-23,PRO
11918196,PCT/EP2006/003728,2006-04-22,NST
11918059,PCT/US2005/013172,2006-04-07,NST
11918059,60669342,2005-04-07,PRO
11918059,60725982,2005-10-11,PRO
11915579,PCT/EP2006/004240,2005-05-25,NST
11919204,PCT/CA2006/000737,2006-04-24,NST
11917539,PCT/IB06/01647,2006-06-07,NST
11917539,60691112,2005-06-15,PRO
11918732,PCT/JP2006/308474,2006-04-21,NST
11915895,PCT/JP2006/310640,2005-05-29,NST
11917149,PCT/NZ06/00148,2005-06-12,NST
11917118,PCT/DK2006/000327,2006-06-09,NST
11917305,PCT/US2006/024275,2006-06-22,NST
11916964,PCT/EP2006/005183,2006-05-31,NST
11916946,PCT/ES2005/000324,2005-06-08,NST
11919242,PCT/EP2005/010500,2005-09-28,NST
11919242,60675106,2005-04-27,PRO
11919275,PCT/US06/11726,2006-03-31,NST
11919275,60679291,2005-05-10,PRO
11919275,60679293,2005-05-10,PRO
11919414,PCT/IB06/01035,2006-04-26,NST
11919414,60675256,2005-04-27,PRO
11916934,PCT/EP2006/003015,2006-04-03,NST
11919420,PCT/EP2005/004564,2005-04-28,NST
11919284,PCT/US06/16967,2006-05-02,NST
11919284,60677707,2005-05-03,PRO
11919284,60677708,2005-05-03,PRO
11919284,60760644,2006-01-20,PRO
11919453,PCT/US2006/016336,2006-04-29,NST
11919453,60676450,2005-04-29,PRO
11919116,PCT/DE2006/000071,2006-01-19,NST
11916530,PCT/JP2006/311329,2006-06-06,NST
11919360,PCT/US06/11690,2006-03-31,NST
11919360,60679962,2005-05-10,PRO
11919360,60679293,2005-05-10,PRO
11919729,PCT/EP2006/061932,2006-04-28,NST
11919694,PCT/GB2006/001668,2006-05-08,NST
11919220,PCT/EP2006/003872,2006-04-26,NST
11916722,PCT/JP2006/311450,2006-06-07,NST
11916291,PCT/IN05/00209,2005-06-20,NST
11916084,PCT/JP2006/010227,2005-06-03,NST
11918845,PCT/US2006/049258,2006-12-22,NST
11918845,60752380,2005-12-22,PRO
11918550,PCT/US2006/014293,2006-04-14,NST
11918550,60672224,2005-04-15,PRO
11918550,60706249,2005-08-05,PRO
11918550,60738294,2005-11-18,PRO
11913110,PCT/JP2006/308315,2006-04-20,NST
11919787,PCT/US06/16816,2006-05-02,NST
11919787,60676921,2005-05-02,PRO
11919787,60729056,2005-10-21,PRO
11913895,PCT/US06/18076,2006-05-10,NST
11913895,60679326,2005-05-10,PRO
11919859,PCT/EP2006/061827,2006-04-26,NST
11920205,PCT/US2006/017960,2006-05-09,NST
11920205,60679538,2005-05-10,PRO
11920385,PCT/US06/17859,2006-05-09,NST
11920385,60680188,2005-05-12,PRO
11919888,PCT/ES2006/000207,2006-04-28,NST
11914096,PCT/IB2006/051503,2006-05-12,NST
11919756,PCT/IB2006/001409,2006-05-03,NST
11913672,PCT/CA2006/000754,2006-05-05,NST
11913672,60677818,2005-05-05,PRO
11920444,PCT/EP2006/005719,2006-06-14,NST
11913337,PCT/US06/18085,2006-05-10,NST
11913337,60679717,2005-05-11,PRO
11913278,PCT/JP2006/314444,2006-07-14,NST
11913278,60703171,2005-07-27,PRO
11912922,PCT/JP2006/308818,2006-04-27,NST
11919797,PCT/US2006/016824,2006-05-03,NST
11919797,60678089,2005-05-04,PRO
11920476,PCT/EP2006/062180,2006-05-10,NST
11920222,PCT/US2006/018502,2006-05-11,NST
11920222,60681104,2005-05-12,PRO
11920558,PCT/IB2006/001285,2006-05-17,NST
11920697,PCT/FR2006/001123,2006-05-18,NST
11920512,PCT/JP2006/309971,2006-05-18,NST
11920510,PCT/JP2006/310072,2006-05-19,NST
11920794,PCT/EP2006/004253,2006-05-06,NST
11920376,PCT/US2006/018864,2006-05-15,NST
11920376,60681098,2005-05-13,PRO
11920954,PCT/EP2006/004591,2006-05-16,NST
11920748,PCT/RU2006/000258,2006-05-23,NST
11920184,PCT/US2006/017995,2006-05-09,NST
11920184,60679436,2005-05-09,PRO
11920184,60679438,2005-05-09,PRO
11920184,60702584,2005-07-25,PRO
11912431,PCT/US06/01040,2006-01-09,NST
11920971,PCT/IT2006/000362,2007-11-14,NST
11920863,PCT/EP2006/062542,2006-05-23,NST
11913140,PCT/CN05/00611,2005-04-30,NST
11912993,PCT/US06/16163,2006-04-28,NST
11912993,60676329,2005-04-29,PRO
11920957,PCT/EP2006/004639,2006-05-17,NST
11912988,PCT/IB2006/001056,2006-04-28,NST
11920938,PCT/US06/19730,2006-05-23,NST
11920938,60683912,2005-05-23,PRO
11921158,PCT/FR2006/050472,2006-05-23,NST
11921321,PCT/CN2005/001419,2005-09-07,NST
11921357,PCT/EP2006/062540,2006-05-23,NST
11913000,PCT/JP2006/325635,2006-12-22,NST
11921428,PCT/EP2006/003849,2006-04-26,NST
11911785,PCT/US06/14559,2006-04-18,NST
11911785,60673431,2005-04-21,PRO
11921381,PCT/US2005/019162,2005-05-31,NST
11921459,PCT/KR2006/002138,2006-06-02,NST
11921430,PCT/EP2006/004508,2006-05-13,NST
11921249,PCT/EP2005/053637,2005-07-26,NST
11920526,PCT/US06/19614,2006-05-18,NST
11920526,60681984,2005-05-18,PRO
11921975,PCT/EP2006/005441,2006-06-08,NST
11921920,PCT/NL2006/000288,2006-06-12,NST
