application_number,foreign_parent_id,foreign_parent_date,parent_country
12296996,200620013564.X,2006-04-13,CHINA
12294355,06006824.4,2006-03-31,EUROPEAN PATENT OFFICE (EPO)
12297441,2006902008,2006-04-16,AUSTRALIA
12297249,0603574,2006-04-21,FRANCE
12297640,CE2006A000008,2006-04-19,ITALY
12297640,CE2006A000009,2006-04-20,ITALY
12297640,CE2006A000010,2006-04-20,ITALY
12297640,CE2006A000011,2006-04-20,ITALY
12297715,PA200600545,2006-04-20,DENMARK
12297250,0608939.5,2006-05-05,UNITED KINGDOM
12297250,0625400.7,2006-12-20,UNITED KINGDOM
12297817,0603516,2006-04-20,FRANCE
12293293,0605486.0,2006-03-20,UNITED KINGDOM
12294044,20061486,2006-03-31,NORWAY
12293492,0606147.7,2006-03-28,UNITED KINGDOM
12298765,0603776,2006-04-27,FRANCE
12298312,0608165.7,2006-04-25,UNITED KINGDOM
12296633,10 2006 017 681.2,2006-04-12,GERMANY
12299090,2006-128750,2006-05-03,JAPAN
12294448,2006-086261,2006-03-27,JAPAN
12299224,2006114599,2006-05-02,RUSSIAN FEDERATION
12299337,10-2006-0039854,2006-05-03,REPUBLIC OF KOREA
12282960,10 2006 011 772.7,2006-03-13,GERMANY
12298997,P200600854,2006-03-31,SPAIN
12280638,0601597,2006-02-23,FRANCE
12299558,546969,2006-05-04,NEW ZEALAND
12299626,0601012-8,2006-05-05,SWEDEN
12298302,0608272.1,2006-04-26,UNITED KINGDOM
12300075,0608981.7,2006-05-08,UNITED KINGDOM
12300075,0625068.2,2006-12-15,UNITED KINGDOM
12300124,0604076,2006-05-09,FRANCE
12297859,PA 2006 00554,2006-04-21,DENMARK
12281045,0600484-0,2006-03-06,SWEDEN
12280660,07010568.9,2007-05-29,JAPAN
12300245,10 2006 021 625.3,2006-05-09,GERMANY
12300803,10 2006 018 513.7,2006-04-19,GERMANY
12300803,10 2006 026 713.3,2006-06-08,GERMANY
12300967,BE2005/000078,2005-05-18,BELGIUM
12300331,2006902478,2006-05-11,AUSTRALIA
12300988,06009954.6,2006-05-15,EUROPEAN PATENT OFFICE (EPO)
12299295,0608806.6,2006-05-04,UNITED KINGDOM
12301068,2006/03945,2006-05-16,SOUTH AFRICA
12301261,PI0602372-0,2006-05-18,BRAZIL
12300204,0609141.7,2006-05-09,UNITED KINGDOM
12300204,0611262.7,2006-06-08,UNITED KINGDOM
12300204,0615255.7,2006-08-01,UNITED KINGDOM
12299715,2006 2107,2006-05-10,NORWAY
12301327,0604441,2006-05-18,FRANCE
12301327,0701121,2007-02-15,FRANCE
12301474,0610859.1,2006-06-01,UNITED KINGDOM
12300400,2006902482,2006-05-11,AUSTRALIA
12300400,2006902584,2006-05-15,AUSTRALIA
12300400,2005903149,2006-06-09,AUSTRALIA
12301650,2000081,2006-05-23,NETHERLANDS
12301425,06300488.1,2006-05-18,EUROPEAN PATENT OFFICE (EPO)
12299649,06/04313,2006-05-10,FRANCE
12301688,314/CHE/07,2007-02-15,INDIA
12301913,06114540.5,2006-05-24,EUROPEAN PATENT OFFICE (EPO)
12301821,0610039.0,2006-05-22,UNITED KINGDOM
12280129,10 2006 008 032.7,2006-02-21,GERMANY
12301975,10 2006 025 316.7,2006-05-31,GERMANY
12301378,2006902681,2006-05-18,AUSTRALIA
12302020,823/06,2006-05-22,SWITZERLAND
12302188,10 2006 029 915.9,2006-06-29,GERMANY
12302188,10 2006 033 441.8,2006-07-19,GERMANY
12302242,10 2006 024 623.3,2006-05-26,GERMANY
12302281,0611481.3,2006-06-09,UNITED KINGDOM
12301893,0610664.5,2006-05-30,UNITED KINGDOM
12301893,0610663.7,2006-05-30,UNITED KINGDOM
12301893,PCT/GB2006/003469,2006-09-18,UNITED KINGDOM
12302692,0651998,2006-06-01,FRANCE
12278840,06075277.1,2006-02-08,EUROPEAN PATENT OFFICE (EPO)
12302683,0651998,2006-06-01,FRANCE
12302683,0701176,2007-02-19,FRANCE
12302629,10 2006 025 148.2,2006-05-30,GERMANY
12302715,2006902854,2006-05-26,AUSTRALIA
12302527,10 2006 026 207.7,2006-05-30,GERMANY
12302009,547452,2006-05-23,NEW ZEALAND
12302009,551963,2006-12-08,NEW ZEALAND
12302784,0610499.6,2006-05-26,UNITED KINGDOM
12302882,0610661.1,2006-05-30,UNITED KINGDOM
12300067,0609793.5,2006-05-17,UNITED KINGDOM
12303130,10 2006 025 871.1,2006-06-02,GERMANY
12303622,0611139.7,2006-06-06,UNITED KINGDOM
12303694,RM2006A000312,2006-06-14,ITALY
12303216,0717726.4,2007-09-11,UNITED KINGDOM
12303216,07253601.4,2007-09-11,EUROPEAN PATENT OFFICE (EPO)
12300558,0609465.0,2006-05-12,UNITED KINGDOM
12303792,06115135.3,2006-06-08,EUROPEAN PATENT OFFICE (EPO)
12303937,06290949.4,2006-06-09,EUROPEAN PATENT OFFICE (EPO)
12303863,0611326.0,2006-06-08,UNITED KINGDOM
12304013,2006-160825,2006-06-09,JAPAN
12304049,0611552.1,2006-06-12,UNITED KINGDOM
12304464,PCT/AU2007/000816,2007-06-12,AUSTRALIA
12304464,2006904404,2006-08-15,AUSTRALIA
12304464,2006903166,2006-06-12,AUSTRALIA
12304755,0611623.0,2006-06-12,UNITED KINGDOM
12304755,0611621.4,2006-06-12,UNITED KINGDOM
12304493,20062731,2006-06-12,NORWAY
12304855,06115504.0,2006-06-14,EUROPEAN PATENT OFFICE (EPO)
12304612,0611718.8,2006-06-14,UNITED KINGDOM
12299473,60/796681,2006-05-02,UNITED STATES OF AMERICA
12305165,928/06,2006-06-16,SWITZERLAND
12304979,RN2006A000038,2006-06-13,ITALY
12304342,0611546.3,2006-06-12,UNITED KINGDOM
12305569,2006903287,2006-06-19,AUSTRALIA
12305695,06013650.4,2006-06-30,EUROPEAN PATENT OFFICE (EPO)
12298008,UD2006A000108,2006-04-21,ITALY
12305954,10-2006-0054879,2006-06-19,REPUBLIC OF KOREA
12305948,2006-174198,2006-06-23,JAPAN
12306150,10 2006 028 773.8,2006-06-23,GERMANY
12306211,0613240.1,2006-07-04,UNITED KINGDOM
12306185,0612419.2,2006-06-22,UNITED KINGDOM
12306213,10 2006 029 448.3,2006-06-21,GERMANY
12306075,A1059/2006,2006-06-22,AUSTRIA
12306064,06115937.2,2006-06-23,EUROPEAN PATENT OFFICE (EPO)
12306422,11495359,2006-07-28,UNITED STATES OF AMERICA
12306222,11/472667,2006-06-22,UNITED STATES OF AMERICA
12306222,11/764303,2007-06-18,UNITED STATES OF AMERICA
12303600,06115158.5,2006-06-08,EUROPEAN PATENT OFFICE (EPO)
12306067,102006029423.8,2006-06-27,GERMANY
12304118,0611444.1,2006-06-09,UNITED KINGDOM
12306681,10-2006-0057486,2006-06-26,REPUBLIC OF KOREA
12306309,2006202700,2006-06-23,AUSTRALIA
12306555,06116453.9,2006-06-30,EUROPEAN PATENT OFFICE (EPO)
12296836,PI 0601538-7,2006-04-11,BRAZIL
12296665,11/402152,2006-04-10,UNITED STATES OF AMERICA
12306921,10 2006 029 795.4,2006-06-27,GERMANY
12305600,06013175.2,2006-06-27,EUROPEAN PATENT OFFICE (EPO)
12307103,SM-A-200600022,2006-06-30,SAN MARINO
12306984,1074/06,2006-07-04,SWITZERLAND
12307170,176899,2006-07-17,ISRAEL
12307095,0613385.4,2006-07-05,UNITED KINGDOM
12307095,0625655.6,2006-12-21,UNITED KINGDOM
12307270,1143/CHE/2006,2006-07-03,INDIA
12307191,2006-186296,2006-07-06,JAPAN
12307360,200510082938.3,2005-07-07,CHINA
12307679,0601487-2,2006-07-06,SWEDEN
12307668,0652823,2006-07-06,FRANCE
12307280,2000120,2006-07-03,NETHERLANDS
12307635,2006-186520,2006-07-06,JAPAN
12307286,2000123,2006-07-03,NETHERLANDS
12307295,2000122,2006-07-03,NETHERLANDS
12308109,0605324,2006-06-15,FRANCE
12308109,06122531.4,2006-10-18,EUROPEAN PATENT OFFICE (EPO)
12295733,06112151.3,2006-04-03,EUROPEAN PATENT OFFICE (EPO)
12308130,2006-160175,2006-06-08,JAPAN
12308415,10 20065 027 938.,2006-06-14,GERMANY
12308415,06013112.5,2006-06-26,EUROPEAN PATENT OFFICE (EPO)
12308328,10 2006 028 037.7,2006-06-14,GERMANY
12308483,20 2006 009 445.8,2006-06-16,GERMANY
12308483,20 2006 013 374.7,2006-08-31,GERMANY
12293673,PCT/AU07/01412,2007-09-24,AUSTRALIA
12308128,102006026515.7,2006-06-06,GERMANY
12295935,0603073,2006-04-04,FRANCE
12309067,0513641.1,2005-07-02,UNITED KINGDOM
12308546,10 2006 028 154.3,2006-06-16,GERMANY
12308521,102006048907.1,2006-10-17,GERMANY
12309131,1076/MUM/2006,2006-07-07,INDIA
12309216,06/05276,2006-06-09,FRANCE
12309477,0614723.5,2006-07-25,UNITED KINGDOM
12308620,0613146.0,2006-06-30,UNITED KINGDOM
12308491,10 2006 052 268.0,2006-11-03,GERMANY
12308491,10 2006 055 551.1,2006-11-24,GERMANY
12308491,10 2006 059 627.7,2006-12-14,GERMANY
12308809,06076281.2,2006-06-22,EUROPEAN PATENT OFFICE (EPO)
12305776,2006906003,2006-10-27,AUSTRALIA
12305776,2006903278,2006-06-19,AUSTRALIA
12309955,1245/MUM/2006,2006-08-04,INDIA
12309955,1267/MUM/2006,2006-08-10,INDIA
12309955,1268/MUM/2006,2006-08-10,INDIA
12307074,0613059.5,2006-06-30,UNITED KINGDOM
12307952,2005-267016,2005-09-14,JAPAN
12307246,10 2006 034 583.5,2006-07-26,GERMANY
12308933,06/05938,2006-06-30,FRANCE
12310276,PCT/EP2006/065439,2006-08-18,EUROPEAN PATENT OFFICE (EPO)
12310276,07102885.6,2007-02-22,EUROPEAN PATENT OFFICE (EPO)
12310276,07102886.4,2007-02-22,EUROPEAN PATENT OFFICE (EPO)
12310646,2006904749,2006-08-31,AUSTRALIA
12310768,06019428.9,2006-09-16,EUROPEAN PATENT OFFICE (EPO)
12311224,20060100534,2006-09-26,GREECE
12310642,06119971.7,2006-09-01,EUROPEAN PATENT OFFICE (EPO)
12310642,06126387.7,2006-12-18,EUROPEAN PATENT OFFICE (EPO)
12311298,06020562.2,2006-09-29,EUROPEAN PATENT OFFICE (EPO)
12311416,10 2006 046 272.6,2006-09-28,GERMANY
12311256,0619166.2,2006-09-28,UNITED KINGDOM
12311678,06301033.4,2006-11-10,EUROPEAN PATENT OFFICE (EPO)
12310822,2006-248268,2006-09-13,JAPAN
12304545,0611669.3,2006-06-13,UNITED KINGDOM
12306824,2552179,2006-07-06,CANADA
12311764,10 2006 048 658.7,2006-10-14,GERMANY
12303499,2006-156545,2006-06-05,JAPAN
12311613,20065636,2006-10-04,FINLAND
12312354,06023203.0,2006-11-08,EUROPEAN PATENT OFFICE (EPO)
12312354,06023223.8,2006-11-08,EUROPEAN PATENT OFFICE (EPO)
12312354,06023222.0,2006-11-08,EUROPEAN PATENT OFFICE (EPO)
12312354,PCT/DK2007/000030,2007-01-24,DENMARK
12305883,0605947,2006-06-30,FRANCE
12304031,0611463.1,2006-06-09,UNITED KINGDOM
12302719,102006025745.6,2006-05-31,GERMANY
12302719,102006050144.6,2006-10-25,GERMANY
12305200,06012459.1,2006-06-17,EUROPEAN PATENT OFFICE (EPO)
12305131,1032017,2006-06-16,NETHERLANDS
12312683,200610118567.4,2006-11-21,CHINA
12312683,200710170583.2,2007-11-19,CHINA
12312659,10 2006 054 576.1,2006-11-20,GERMANY
12307093,548356,2006-07-06,NEW ZEALAND
12302890,06115667.5,2006-06-19,EUROPEAN PATENT OFFICE (EPO)
12373014,2005-254156,2005-09-01,JAPAN
12373077,2006903760,2006-07-12,AUSTRALIA
12373074,06117040.3,2006-07-12,EUROPEAN PATENT OFFICE (EPO)
12303677,20065387,2006-06-07,FINLAND
12373521,0613756.6,2006-07-12,UNITED KINGDOM
12373604,102006034918.0,2006-07-28,GERMANY
12303550,10-2006-0108195,2006-11-03,REPUBLIC OF KOREA
12303236,20 2006 008 917.9,2006-06-02,GERMANY
12303129,10 2006 025 884.3,2006-06-02,GERMANY
12373337,10 2006 032 246.0,2006-07-12,GERMANY
12312777,PA 2006 01555,2006-11-27,DENMARK
12374025,0614133.7,2006-07-15,UNITED KINGDOM
12373641,0613984.4,2006-07-13,UNITED KINGDOM
12302990,200601407,2006-05-29,SPAIN
12302950,0610776.7,2006-05-31,UNITED KINGDOM
12374470,0717973.2,2007-09-14,UNITED KINGDOM
12374470,07270051.1,2007-09-14,EUROPEAN PATENT OFFICE (EPO)
12374562,06076520.3,2006-08-02,EUROPEAN PATENT OFFICE (EPO)
12312356,06023203.0,2006-11-08,EUROPEAN PATENT OFFICE (EPO)
12312356,06023223.8,2006-11-08,EUROPEAN PATENT OFFICE (EPO)
12312356,06023222.0,2006-11-08,EUROPEAN PATENT OFFICE (EPO)
12312356,PCT/DK2007/000030,2007-01-24,DENMARK
12373608,2006 322366,2006-11-29,JAPAN
12373608,2007 106995,2007-04-16,JAPAN
12374494,06117845.5,2006-07-26,EUROPEAN PATENT OFFICE (EPO)
12374460,10 2006 033 756.5,2006-07-21,GERMANY
12375262,10 2006 034 924.5,2006-07-28,GERMANY
12375262,10 2006 052 915.4,2006-11-08,GERMANY
12374944,0614727.6,2006-07-25,UNITED KINGDOM
12375504,10 2006 035 170.3,2006-07-29,GERMANY
12374188,P200601933,2006-07-20,SPAIN
12373718,0606416,2006-07-13,FRANCE
12374434,200610029191.X,2006-07-20,CHINA
12374612,0606644,2006-07-21,FRANCE
12375064,06118182.2,2006-07-31,EUROPEAN PATENT OFFICE (EPO)
12375517,10 2006 035 171.1,2006-07-29,GERMANY
12373454,PCT/ES2007/000416,2007-07-11,SPAIN
12373454,200601675,2006-07-13,SPAIN
12373354,102006032164.2,2006-07-12,GERMANY
12373078,2006903759,2006-07-12,AUSTRALIA
12309272,0613927.3,2006-07-13,UNITED KINGDOM
12312992,0655381,2006-12-07,FRANCE
12376340,0607214,2006-08-08,FRANCE
12376718,102006040265.0,2006-08-28,GERMANY
12312678,0623831.5,2006-11-29,UNITED KINGDOM
12312444,06/55128,2006-11-27,FRANCE
12376790,0615615.2,2006-08-07,UNITED KINGDOM
12376722,102006038142.4,2006-08-16,GERMANY
12376723,102006039309.0,2006-08-22,GERMANY
12376445,06118713.4,2006-08-10,EUROPEAN PATENT OFFICE (EPO)
12376852,200605805-1,2006-08-24,SINGAPORE
12312573,11694847,2007-03-30,UNITED STATES OF AMERICA
12376817,0615765.5,2006-08-09,UNITED KINGDOM
12376719,06119314.0,2006-08-22,EUROPEAN PATENT OFFICE (EPO)
12312211,2006-299401,2006-11-02,JAPAN
12312060,06301082.1,2006-10-24,EUROPEAN PATENT OFFICE (EPO)
12377291,20 2006 012 463.2,2006-08-12,GERMANY
12377187,0616186.3,2006-08-15,UNITED KINGDOM
12377046,2006/06640,2006-08-10,SOUTH AFRICA
12374611,0614485.1,2006-07-21,UNITED KINGDOM
12312171,PCT/US2006/060480,2006-11-02,UNITED STATES OF AMERICA
12312020,0412648,2004-11-30,FRANCE
12310672,06021011.9,2006-10-06,EUROPEAN PATENT OFFICE (EPO)
12311800,0620557.9,2006-10-17,UNITED KINGDOM
12377698,06119139.1,2006-08-18,EUROPEAN PATENT OFFICE (EPO)
12377760,10 2006 038 051.7,2006-08-16,GERMANY
12311814,PCT/US2006/026184,2006-07-03,UNITED STATES OF AMERICA
12377828,P200602217,2006-08-16,SPAIN
12377828,P200701855,2007-07-02,SPAIN
12377770,PCT/GB2007/003069,2007-08-14,UNITED KINGDOM
12377996,11/465787,2006-08-18,UNITED STATES OF AMERICA
12377568,06120503.5,2006-09-12,EUROPEAN PATENT OFFICE (EPO)
12377844,200610030200.7,2006-08-18,CHINA
12310528,2006-229999,2006-08-28,JAPAN
12438624,2006-229399,2006-08-25,JAPAN
12310178,2006-221037,2006-08-14,JAPAN
12377784,0617358.0,2006-08-21,EUROPEAN PATENT OFFICE (EPO)
12438201,0616577.3,2006-08-21,UNITED KINGDOM
12438201,0702417.7,2007-02-07,UNITED KINGDOM
12438201,0702381.5,2007-02-07,UNITED KINGDOM
12310116,PR 7801,2001-09-21,AUSTRALIA
12438727,0616926.2,2006-08-25,UNITED KINGDOM
12308896,176608,2006-06-28,ISRAEL
12309898,10 2006 035 701.9,2006-08-01,GERMANY
12439463,10 2006 041 513.2,2006-08-29,GERMANY
12308953,10 2006 030 964.2,2006-07-03,GERMANY
12439479,2006-233308,2006-08-30,JAPAN
12439479,2006-263858,2006-09-28,JAPAN
12439484,1426/06,2006-09-01,SWITZERLAND
12439703,0607905,2006-09-08,FRANCE
12439703,0701487,2007-03-01,FRANCE
12439703,0702482,2007-04-05,FRANCE
12439832,06291413.0,2006-09-06,EUROPEAN PATENT OFFICE (EPO)
12439842,06 07905,2006-09-08,FRANCE
12438667,10-2006-0083940,2006-09-01,REPUBLIC OF KOREA
12440147,0617758.8,2006-09-08,UNITED KINGDOM
12375670,2006-209028,2006-07-31,JAPAN
12375670,2007-131629,2007-05-17,JAPAN
12439561,06119927.9,2006-08-31,EUROPEAN PATENT OFFICE (EPO)
12438704,10 2006 040 915.9,2006-08-26,GERMANY
12440474,10 2006 042 380.1,2006-09-08,GERMANY
12440904,2006905019,2006-09-12,AUSTRALIA
12441081,60/844020,2006-09-12,UNITED STATES OF AMERICA
12441081,60/905365,2007-03-07,UNITED STATES OF AMERICA
12440578,20 2006 013 779.3,2006-09-08,GERMANY
12441257,S2006/0681,2006-09-15,IRELAND
12441257,2007/0548,2007-08-01,IRELAND
12441359,20-2006-0024682,2006-09-13,REPUBLIC OF KOREA
12441359,20-2007-0015313,2007-09-13,REPUBLIC OF KOREA
12440688,0617816.4,2006-09-11,UNITED KINGDOM
12376220,0607159,2006-08-04,FRANCE
12441998,10 2006 045 044.2,2006-09-25,GERMANY
12441073,60844019,2006-09-12,UNITED STATES OF AMERICA
12438203,10 2006 038 967.0,2006-08-21,GERMANY
12438203,10 2007 038 226.1,2007-08-13,GERMANY
12377557,2006/0442,2006-08-31,BELGIUM
12377525,2006-222733,2006-08-17,JAPAN
12442486,2006-259205,2006-09-25,JAPAN
12442651,0608385,2006-09-25,FRANCE
12442858,0602123-2,2006-10-06,SWEDEN
12442868,2006-268493,2006-09-29,JAPAN
12377170,06118872.8,2006-08-14,EUROPEAN PATENT OFFICE (EPO)
12441526,06120797.3,2006-09-15,EUROPEAN PATENT OFFICE (EPO)
12443234,0602128-1,2006-10-06,SWEDEN
12443067,06121806.1,2006-10-05,EUROPEAN PATENT OFFICE (EPO)
12443614,0608686,2006-10-04,FRANCE
12377386,10-2006-0076600,2006-08-14,REPUBLIC OF KOREA
12377047,2006-220695,2006-08-11,JAPAN
12443197,06121535.6,2006-09-29,EUROPEAN PATENT OFFICE (EPO)
12444128,PA 2006 01269,2006-10-02,DENMARK
12444350,10-2007-126401,2007-12-06,REPUBLIC OF KOREA
12444384,2006-274243,2006-10-05,JAPAN
12444374,06301014.4,2006-10-04,EUROPEAN PATENT OFFICE (EPO)
12444586,2006-274972,2006-10-06,JAPAN
12443840,2006-273387,2006-10-04,JAPAN
12443097,0602127-3,2006-10-06,SWEDEN
12444869,P0600768,2006-10-09,HUNGARY
12445032,0620200.6,2006-10-11,UNITED KINGDOM
12444681,2006-136726,2006-05-16,JAPAN
12445306,06301052.4,2006-10-16,EUROPEAN PATENT OFFICE (EPO)
12445297,10 2006 048 042.2,2006-10-11,GERMANY
12445131,60862897,2006-10-25,UNITED STATES OF AMERICA
12445131,60829250,2006-10-12,UNITED STATES OF AMERICA
12438352,10-2006-0079969,2006-08-23,REPUBLIC OF KOREA
12438352,10-2007-0084869,2007-08-23,REPUBLIC OF KOREA
12376724,102006037029.5,2006-08-08,GERMANY
12444467,"11/543,696",2006-10-05,UNITED STATES OF AMERICA
12374847,2006-203343,2006-07-26,JAPAN
12445510,10-2006-0100095,2006-10-16,REPUBLIC OF KOREA
12445724,0620467.1,2006-10-16,UNITED KINGDOM
12445724,0708064.1,2007-04-26,UNITED KINGDOM
12445766,2006905730,2006-10-16,AUSTRALIA
12445399,0620169.3,2006-10-12,UNITED KINGDOM
12445831,0620509.0,2006-10-16,UNITED KINGDOM
12376076,10 2006 036 417.1,2006-08-04,GERMANY
12445562,P200602692,2006-10-23,SPAIN
12375466,10 2006 035 082.0,2006-07-28,GERMANY
12445747,06122319.4,2006-10-16,EUROPEAN PATENT OFFICE (EPO)
12445843,0702792.3,2007-02-14,UNITED KINGDOM
12376049,2006-211316,2006-08-02,JAPAN
12375505,BO2006A000569,2006-07-28,ITALY
12445963,10 2006 049 453.9,2006-10-17,GERMANY
12446065,A 1744/2006,2006-10-19,AUSTRIA
12375513,2006-219960,2006-08-11,JAPAN
12445938,10 2006 048 924.1,2006-10-17,GERMANY
12446219,10-2006-0101599,2006-10-18,REPUBLIC OF KOREA
12446219,10-2006-0120270,2006-12-01,REPUBLIC OF KOREA
12446219,10-2007-0006786,2007-01-23,REPUBLIC OF KOREA
12446219,10-2007-0023830,2007-03-12,REPUBLIC OF KOREA
12446219,10-2007-0104837,2007-10-18,REPUBLIC OF KOREA
12446043,102006049381.8,2006-10-19,GERMANY
12375280,FR 0607160,2006-08-04,FRANCE
12374606,2006903872,2006-07-19,AUSTRALIA
12445829,2006-282088,2006-10-17,JAPAN
12446457,06122813.6,2006-10-24,EUROPEAN PATENT OFFICE (EPO)
12446457,07101406.2,2007-01-30,EUROPEAN PATENT OFFICE (EPO)
12445840,0602266.9,2006-10-26,SWEDEN
12446135,2006905838,2006-10-19,AUSTRALIA
12446165,2006-285720,2006-10-20,JAPAN
12446924,10 2006 051 607.9,2006-11-02,GERMANY
12445749,06122317.8,2006-10-16,EUROPEAN PATENT OFFICE (EPO)
12446926,0622613.8,2006-11-13,UNITED KINGDOM
12446926,0706767.1,2007-04-05,UNITED KINGDOM
12446932,550787,2006-10-24,NEW ZEALAND
12445335,550471,2006-10-11,NEW ZEALAND
12445023,0620198.2,2006-10-11,UNITED KINGDOM
12447176,2006-288657,2006-10-24,JAPAN
12447221,P200602743,2006-10-27,SPAIN
12447049,0654713,2006-11-03,FRANCE
12447337,06445068.7,2006-10-25,EUROPEAN PATENT OFFICE (EPO)
12447061,2006905921,2006-10-24,AUSTRALIA
12447261,0654630,2006-10-30,FRANCE
12445873,GB 0620485.3,2006-10-16,UNITED KINGDOM
12444693,06121980.4,2006-10-09,EUROPEAN PATENT OFFICE (EPO)
12445454,"2,563,866",2006-10-13,CANADA
12445112,0620088.5,2006-10-11,UNITED KINGDOM
12447661,06123366.4,2006-11-02,EUROPEAN PATENT OFFICE (EPO)
12447721,2006906054,2006-10-31,AUSTRALIA
12447603,2006-310597,2006-11-16,JAPAN
12442574,0602124-0,2006-10-06,SWEDEN
12447761,06 09580,2006-10-31,FRANCE
12447552,06123280.7,2006-10-30,EUROPEAN PATENT OFFICE (EPO)
12442852,102006045383.2,2006-09-26,GERMANY
12447851,06123152.8,2006-10-30,EUROPEAN PATENT OFFICE (EPO)
12447955,"2,566,459",2006-10-30,CANADA
12447082,07300920.1,2007-04-03,EUROPEAN PATENT OFFICE (EPO)
12441309,2006-250457,2006-09-15,JAPAN
12442448,10 2006 047 488.0,2006-10-05,GERMANY
12448076,0624255.6,2006-12-05,UNITED KINGDOM
12442588,0602125-7,2006-10-06,SWEDEN
12442303,10-2006-0091890,2006-09-21,REPUBLIC OF KOREA
12448515,2336/CHE/2006,2006-12-15,INDIA
12448796,0700271.0,2007-01-08,UNITED KINGDOM
12448796,0704216.1,2007-03-05,UNITED KINGDOM
12448796,0723029.5,2007-11-23,UNITED KINGDOM
12448720,0700047,2007-01-05,FRANCE
12449479,"2,574,223",2007-01-31,CANADA
12449309,0701849.2,2007-01-31,UNITED KINGDOM
12449463,0700932,2007-02-09,FRANCE
12448445,0625483.3,2006-12-20,UNITED KINGDOM
12449799,PI 20070298,2007-02-27,MALAYSIA
12442004,PI0603825-5,2006-09-19,BRAZIL
12441584,0618547.4,2006-09-20,UNITED KINGDOM
12449245,2007-023838,2007-02-02,JAPAN
12449245,2008-023070,2008-02-01,JAPAN
12440655,06076710.0,2006-09-11,EUROPEAN PATENT OFFICE (EPO)
12440865,10-2006-0088219,2006-09-12,REPUBLIC OF KOREA
12450297,"2,582,080",2007-03-16,CANADA
12450297,"2,596,892",2007-08-10,CANADA
12450297,"2,614,126",2007-12-10,CANADA
12440199,06300929.4,2006-09-06,EUROPEAN PATENT OFFICE (EPO)
12450394,0512618,2005-12-13,FRANCE
12450753,AQ2007A000006,2007-04-06,ITALY
12450416,0754076,2007-03-28,FRANCE
12450911,P10700523-7,2007-02-22,BRAZIL
12451018,11/726589,2007-03-21,UNITED STATES OF AMERICA
12451369,07301024.1,2007-05-10,EUROPEAN PATENT OFFICE (EPO)
12451272,10 2007 020 765.6,2007-03-03,GERMANY
12451136,PCT/IB2007/001177,2007-04-25,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
12450569,10 2007 015 819.1,2007-03-30,GERMANY
12451392,P200701356,2007-05-10,SPAIN
12439289,2006-231236,2006-08-28,JAPAN
12451880,0755464,2007-06-05,FRANCE
12451931,10 2007 027 794.8,2007-06-16,GERMANY
12452095,07110447.5,2007-06-18,EUROPEAN PATENT OFFICE (EPO)
12451449,SE0701155,2007-05-14,SWEDEN
12452337,0711787.2,2007-06-19,UNITED KINGDOM
12452549,10 2007 032 468.7,2007-07-10,EUROPEAN PATENT OFFICE (EPO)
12452408,0756181,2007-06-29,FRANCE
12451635,01076/CHE/2007,2007-05-23,INDIA
12513121,"2,566,562",2006-10-31,CANADA
12513372,0621929.9,2006-11-03,UNITED KINGDOM
12513372,0701009.3,2007-01-19,UNITED KINGDOM
12451947,20071963,2007-04-17,NORWAY
12445930,2006905729,2006-10-16,AUSTRALIA
12449856,2007-303665,2007-11-22,JAPAN
12449856,2008-019658,2008-01-30,JAPAN
12450043,PCT US07 63332,2007-03-05,UNITED STATES OF AMERICA
12449555,2007900687,2007-02-12,AUSTRALIA
12514117,10 2006 052 870.0,2006-11-09,GERMANY
12514444,0622469.5,2006-11-10,UNITED KINGDOM
12449258,200710063177.6,2007-01-30,CHINA
12449386,0700285-0,2007-02-05,SWEDEN
12515183,0622724.3,2006-11-15,UNITED KINGDOM
12513836,0622163.4,2006-11-07,UNITED KINGDOM
12515119,0622841.5,2006-11-16,UNITED KINGDOM
12515119,0711704.7,2007-06-13,UNITED KINGDOM
12515174,06124427.3,2006-11-20,EUROPEAN PATENT OFFICE (EPO)
12515401,200620015846.3,2006-11-17,CHINA
12515012,06/09983,2006-11-15,FRANCE
12515377,2493/DEL/2006,2006-11-17,INDIA
12515589,0655226,2006-11-30,FRANCE
12515719,200710186415.2,2007-11-16,CHINA
12515827,0623492.6,2006-11-24,UNITED KINGDOM
12447868,0621579.2,2006-10-30,UNITED KINGDOM
12516323,0623625.1,2006-11-27,UNITED KINGDOM
12447471,0654628,2006-10-30,FRANCE
12517386,2007-011643,2007-01-22,JAPAN
12516504,102006055786.7,2006-11-27,GERMANY
12516377,06125224.3,2006-12-01,EUROPEAN PATENT OFFICE (EPO)
12514335,0622569.2,2006-11-11,UNITED KINGDOM
12517257,06125328.2,2006-12-04,EUROPEAN PATENT OFFICE (EPO)
12447375,P0600814,2006-10-27,HUNGARY
12517786,PA 2006 01605,2006-12-06,DENMARK
12517716,60/868626,2006-12-05,UNITED STATES OF AMERICA
12517962,06025489.3,2006-12-08,EUROPEAN PATENT OFFICE (EPO)
12517933,0655386,2006-12-08,FRANCE
12517376,06125723.4,2006-12-08,EUROPEAN PATENT OFFICE (EPO)
12518087,0624500.5,2006-12-07,UNITED KINGDOM
12518131,10 2007 010 365.6,2007-03-03,GERMANY
