application_number,foreign_parent_id,foreign_parent_date,parent_country
11666601,2004-133651,2004-04-28,JAPAN
11666503,0423988.5,2004-10-29,UNITED KINGDOM
11666502,0423990.1,2004-10-29,UNITED KINGDOM
11666442,PA/U/2004 000233,2004-10-27,MEXICO
11666632,04077978.7,2004-10-29,EUROPEAN PATENT OFFICE (EPO)
11666632,05075531.3,2005-03-03,EUROPEAN PATENT OFFICE (EPO)
11666995,2004906399,2004-11-08,AUSTRALIA
11666651,04025866.7,2004-11-01,EUROPEAN PATENT OFFICE (EPO)
11666651,05008380.7,2005-04-18,EUROPEAN PATENT OFFICE (EPO)
11663480,2004-280843,2004-09-28,JAPAN
11666746,0411871,2004-11-08,FRANCE
11666391,10 2004 052 521.8,2004-10-29,GERMANY
11666715,0411874,2004-11-08,FRANCE
11666246,0423678.2,2004-10-25,UNITED KINGDOM
11666867,04078097.5,2004-11-10,EUROPEAN PATENT OFFICE (EPO)
11666189,0452433,2004-10-25,FRANCE
11667201,042501.5,2004-11-05,UNITED KINGDOM
11667422,2004-326234,2004-11-10,JAPAN
11667652,04394068.3,2004-11-11,EUROPEAN PATENT OFFICE (EPO)
11667901,042563.0,2004-11-23,UNITED KINGDOM
11666401,0423652.7,2004-10-25,UNITED KINGDOM
11718023,PA 2004 01654,2004-10-27,DENMARK
11718023,PA 2004 01655,2004-10-27,DENMARK
11666192,0423653.5,2004-10-25,UNITED KINGDOM
11667026,2003903853,2003-07-25,AUSTRALIA
11718076,PA 2004 01658,2004-10-27,DENMARK
11718097,164906,2004-10-28,ISRAEL
11718097,167813,2005-05-31,ISRAEL
11718141,04025835.2,2004-10-29,EUROPEAN PATENT OFFICE (EPO)
11718113,60624906,2004-11-04,UNITED STATES OF AMERICA
11665925,0423455.5,2004-10-21,UNITED KINGDOM
11667534,2004-336450,2004-11-19,JAPAN
11666145,P-200400293,2004-10-22,SLOVENIA
11665642,2004-322419,2005-10-11,JAPAN
11667632,04026934.2,2004-11-12,EUROPEAN PATENT OFFICE (EPO)
11665722,102004052961.2,2004-10-29,GERMANY
11665722,10 2005 051 539.8,2005-10-26,GERMANY
11718657,0424562.7,2004-11-05,UNITED KINGDOM
11718265,04105410.7,2004-10-29,EUROPEAN PATENT OFFICE (EPO)
11667267,2004906419,2004-11-08,AUSTRALIA
11665625,0423101.5,2004-10-18,UNITED KINGDOM
11719010,04105845.4,2004-11-17,EUROPEAN PATENT OFFICE (EPO)
11718656,04026190.1,2004-11-04,EUROPEAN PATENT OFFICE (EPO)
11665673,10 2004 052 958.2,2004-10-29,GERMANY
11665673,10 2005 051 520.7,2005-10-26,GERMANY
11718722,0424889.4,2004-11-11,UNITED KINGDOM
11665481,10 2004 050 307.9,2004-10-14,GERMANY
11665481,10 2005 049 396.3,2005-10-13,GERMANY
11667322,04256939.2,2004-11-09,EUROPEAN PATENT OFFICE (EPO)
11667322,0507142.8,2005-04-08,UNITED KINGDOM
11719278,2004906508,2004-11-15,AUSTRALIA
11664475,102004048199.7,2004-09-30,GERMANY
11664475,102005014097.1,2005-03-29,GERMANY
11664450,04019751.9,2004-08-19,EUROPEAN PATENT OFFICE (EPO)
11718382,2004-319954,2004-11-02,JAPAN
11663533,10 2004 047 581.4,2004-09-22,GERMANY
11719324,10 2004 057 002.7,2004-11-25,GERMANY
11719354,U200402584,2004-11-15,SPAIN
11719297,04105915.5,2004-11-19,EUROPEAN PATENT OFFICE (EPO)
11719212,04105729.0,2004-11-12,EUROPEAN PATENT OFFICE (EPO)
11663530,"11/041,881",2005-01-25,UNITED STATES OF AMERICA
11662040,10 2004 043 572.3,2004-09-09,GERMANY
11662931,PCT/US2004/030442,2004-09-17,UNITED STATES OF AMERICA
11663317,0420992.0,2004-09-22,UNITED KINGDOM
11659450,2004-229837,2004-08-05,JAPAN
11661744,10 2004 042 214.1,2004-09-01,GERMANY
11719724,0425514.7,2004-11-19,UNITED KINGDOM
11720192,2004-338951,2004-11-24,JAPAN
11720391,0426061.8,2004-11-26,UNITED KINGDOM
11720408,0426147.5,2004-11-29,UNITED KINGDOM
11719984,0426247.3,2004-11-25,UNITED KINGDOM
11720674,04106286.0,2004-12-03,EUROPEAN PATENT OFFICE (EPO)
11719907,0425818.2,2004-11-22,UNITED KINGDOM
11718702,2004/8931,2004-11-04,SOUTH AFRICA
11719487,04027188.4,2004-11-16,EUROPEAN PATENT OFFICE (EPO)
11719487,04029813.5,2004-12-16,EUROPEAN PATENT OFFICE (EPO)
11720746,04106211.8,2004-12-01,EUROPEAN PATENT OFFICE (EPO)
11720678,165541,2004-12-02,ISRAEL
11720695,0412721,2004-12-01,FRANCE
11720832,536944,2004-12-02,NEW ZEALAND
11720832,541171,2005-07-08,NEW ZEALAND
11719492,0412172,2004-11-17,FRANCE
11720396,0426149.1,2004-11-29,UNITED KINGDOM
11719640,0425326.6,2004-11-17,UNITED KINGDOM
11720928,2004907022,2004-12-09,AUSTRALIA
11720929,2004907022,2004-12-09,AUSTRALIA
11720829,0426412.3,2004-12-02,UNITED KINGDOM
11719446,0412121,2004-11-16,FRANCE
11719357,10 2004 055 303.3,2004-11-16,GERMANY
11719218,JP 2004-329099,2004-11-12,JAPAN
11720708,PA200401980,2004-12-22,DENMARK
11720339,0412633,2004-11-29,FRANCE
11721005,10 2004 059 148.2,2004-12-08,GERMANY
11721207,0427004.7,2004-09-12,UNITED KINGDOM
11719389,0425196.3,2004-11-15,UNITED KINGDOM
11721257,2004907013,2004-12-08,AUSTRALIA
11720702,PCT US2004 040781,2004-12-03,UNITED STATES OF AMERICA
11721416,11/009490,2004-12-10,UNITED STATES OF AMERICA
11721375,04293014.9,2004-12-16,EUROPEAN PATENT OFFICE (EPO)
11721420,2004-357637,2004-12-10,JAPAN
11721411,2004 357638,2004-12-10,JAPAN
11720555,04106220.9,2004-12-01,EUROPEAN PATENT OFFICE (EPO)
11719251,0425197.1,2004-11-15,UNITED KINGDOM
11721016,2004906980,2004-12-06,AUSTRALIA
11721444,04106644.0,2004-12-16,EUROPEAN PATENT OFFICE (EPO)
11721424,2004-356609,2004-12-09,JAPAN
11721258,0413150,2004-12-09,FRANCE
11721360,2004-357836,2004-12-10,JAPAN
11718849,04026483.0,2004-11-08,EUROPEAN PATENT OFFICE (EPO)
11718645,2004906338,2004-11-04,AUSTRALIA
11719180,2004906458,2004-11-11,AUSTRALIA
11719026,0425117.9,2004-11-13,UNITED KINGDOM
11719026,0512994.5,2005-06-25,UNITED KINGDOM
11667321,04256939.2,2004-11-09,EUROPEAN PATENT OFFICE (EPO)
11667321,0507142.8,2005-04-08,UNITED KINGDOM
11722038,S2004/0845,2004-12-16,IRELAND
11721304,2004907049,2004-12-10,AUSTRALIA
11718905,0425077.5,2004-11-12,UNITED KINGDOM
11721848,PA/A/2004/012701,2004-12-15,MEXICO
11722097,0428173.9,2004-12-23,UNITED KINGDOM
11722130,2004-367662,2004-12-20,JAPAN
11718067,"10/973,501",2004-10-26,UNITED STATES OF AMERICA
11721703,04106625.9,2004-12-16,EUROPEAN PATENT OFFICE (EPO)
11722270,04030440.4,2004-12-22,EUROPEAN PATENT OFFICE (EPO)
11722156,102004062718.5,2004-12-21,GERMANY
11722273,0427839.6,2004-12-21,UNITED KINGDOM
11722304,0427827.1,2004-12-20,UNITED KINGDOM
11722264,0427837.0,2004-12-21,UNITED KINGDOM
11722353,10-2006-0084702,2006-09-04,REPUBLIC OF KOREA
11722285,2116/04,2004-12-21,SWITZERLAND
11722421,10 2004 063 022.4,2004-12-22,GERMANY
11722204,04107036.8,2004-12-29,EUROPEAN PATENT OFFICE (EPO)
11721752,04029955.4,2004-12-17,EUROPEAN PATENT OFFICE (EPO)
11722437,0428164.8,2004-12-23,UNITED KINGDOM
11722390,10 2004 063 091.7,2004-12-22,GERMANY
11722576,0413830,2004-12-23,FRANCE
11722176,10 2004 062 047.4,2004-12-21,GERMANY
11722745,05100075.0,2005-01-07,EUROPEAN PATENT OFFICE (EPO)
11722014,0427658.0,2004-12-17,UNITED KINGDOM
11722014,0500798.4,2005-01-17,UNITED KINGDOM
11722995,10 2004 063 030.5,2004-12-28,GERMANY
11667969,2004-334419,2004-11-18,JAPAN
11754878,GB0426000.6,2004-11-26,UNITED KINGDOM
11722428,04106865.1,2004-12-22,EUROPEAN PATENT OFFICE (EPO)
11722428,05106189.3,2005-07-07,EUROPEAN PATENT OFFICE (EPO)
11667044,"2,486,630",2004-11-03,CANADA
11666717,0411876,2004-11-08,FRANCE
11791021,0425584.0,2004-11-20,UNITED KINGDOM
11791023,0412736,2004-12-01,FRANCE
11791688,0426036.0,2004-11-26,UNITED KINGDOM
11791620,200407099-1,2004-11-29,SINGAPORE
11791441,10 2004 056 397.7,2004-11-23,GERMANY
11722207,10 2004 062 353.8,2004-12-23,GERMANY
11791478,PCT/CH2004/000712,2004-11-26,SWITZERLAND
11791931,0426308.3,2004-12-01,UNITED KINGDOM
11722672,2004907323,2004-12-24,AUSTRALIA
11792271,10 2004 058 613.6,2004-12-04,GERMANY
11792229,2004-362599,2004-12-15,JAPAN
11722713,04/13961,2004-12-24,FRANCE
11722852,10 2004 063 618.4,2004-12-27,GERMANY
11792330,10-2004-0101500,2004-12-04,REPUBLIC OF KOREA
11791998,10-2006-0017147,2006-02-22,REPUBLIC OF KOREA
11791998,10-2006-0033500,2006-04-13,REPUBLIC OF KOREA
11792741,2004-30076,2004-12-13,JAPAN
11722469,0428257.0,2004-12-23,UNITED KINGDOM
11792883,04106548.3,2004-12-14,EUROPEAN PATENT OFFICE (EPO)
11722363,PA 2005 00245,2005-02-17,DENMARK
11722363,PA 2005 00244,2005-02-17,DENMARK
11792750,10-2004-0103010,2004-12-08,REPUBLIC OF KOREA
11792675,04106512.9,2004-12-13,EUROPEAN PATENT OFFICE (EPO)
11722107,200410104978.9,2004-12-23,CHINA
11791391,0425633.5,2004-11-22,UNITED KINGDOM
11722250,05075578.4,2005-03-09,EUROPEAN PATENT OFFICE (EPO)
11793370,20 2004 019 361.2,2004-12-12,GERMANY
11793048,04257824.5,2004-12-16,EUROPEAN PATENT OFFICE (EPO)
11722169,0428267.9,2004-12-23,UNITED KINGDOM
11792963,04029171.8,2004-12-09,EUROPEAN PATENT OFFICE (EPO)
11793458,10 2004 062 719.3,2004-12-21,GERMANY
11793458,10 2005 059 941.9,2005-12-13,GERMANY
11721809,1027745,2004-12-14,NETHERLANDS
11793747,0427938.6,2004-12-21,UNITED KINGDOM
11793730,0601992.1,2006-02-01,UNITED KINGDOM
11792829,31/MUM2005,2005-01-13,INDIA
11794225,20045609,2004-12-23,NORWAY
11793839,10 2008 063 105.0,2004-12-22,GERMANY
11721933,0413533,2004-12-17,FRANCE
11721891,0427689.5,2004-12-15,UNITED KINGDOM
11721350,0427618.4,2004-12-16,UNITED KINGDOM
11794468,2004 383005,2004-12-29,JAPAN
11721443,04106567.3,2004-12-14,EUROPEAN PATENT OFFICE (EPO)
11794328,200510130893.2,2005-12-27,CHINA
11721751,PA 2004 01939,2004-12-15,DENMARK
11794507,10 2004 062 820.3,2004-12-27,GERMANY
11722577,2004-373278,2004-12-24,JAPAN
11721135,10 2004 059 661.1,2004-12-10,GERMANY
11721435,04300878.8,2004-12-10,EUROPEAN PATENT OFFICE (EPO)
11794465,0427097.1,2004-12-10,UNITED KINGDOM
11794717,PI 20050053,2005-01-06,MALAYSIA
11793682,2004-374897,2004-12-24,JAPAN
11721594,0452996,2004-12-15,FRANCE
11720817,0452841,2004-12-02,FRANCE
11795157,0550488,2005-02-22,FRANCE
11794508,96/2011821.4,1996-07-01,EUROPEAN PATENT OFFICE (EPO)
11720999,2004-0270,2004-12-06,CUBA
11795450,1028045,2005-01-17,NETHERLANDS
11720780,200410097118.7,2004-12-07,CHINA
11795984,2005900285,2005-01-25,AUSTRALIA
11795254,0500659.8,2005-01-13,UNITED KINGDOM
11795254,0500658.0,2005-01-13,UNITED KINGDOM
11794540,0500300.9,2005-01-07,UNITED KINGDOM
11720731,11/000970,2004-12-02,UNITED STATES OF AMERICA
11719808,0425548.5,2004-11-19,UNITED KINGDOM
11813224,0403227-2,2004-12-30,SWEDEN
11813262,2005-000089,2005-01-04,JAPAN
11813515,2005900192,2005-01-18,AUSTRALIA
11813058,2004-381506,2004-12-28,JAPAN
11813818,20 2005 000 462.6,2005-01-12,GERMANY
11795709,2005-013741,2005-01-02,JAPAN
11795709,2005-227858,2005-08-05,JAPAN
11795011,PN 2005 A 000006,2005-01-27,ITALY
11813699,05 01940,2005-02-25,FRANCE
11795231,0500395,2005-01-14,FRANCE
11814059,60528634,2003-12-11,UNITED STATES OF AMERICA
11814059,PCT/IB04/052733,2004-12-09,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
11813851,04022299.4,2004-09-20,EUROPEAN PATENT OFFICE (EPO)
11793440,0413593,2004-12-20,FRANCE
11814429,05001768.0,2005-01-28,EUROPEAN PATENT OFFICE (EPO)
11794892,10 2005 001 189.6,2005-01-10,GERMANY
11813578,10 2005 001 232.9,2005-01-11,GERMANY
11794594,102004063639.7,2004-12-31,GERMANY
11793909,10 2004 061 846.1,2004-12-22,GERMANY
11814282,05100261.6,2005-01-18,EUROPEAN PATENT OFFICE (EPO)
11793938,0421079.5,2004-09-22,UNITED KINGDOM
11793938,0421078.7,2004-09-22,UNITED KINGDOM
11793938,0421081.1,2004-09-22,UNITED KINGDOM
11793938,0421082.9,2004-09-22,UNITED KINGDOM
11793938,0503143.0,2005-02-15,UNITED KINGDOM
11815298,2005900425,2005-02-01,AUSTRALIA
11815298,2005906277,2005-11-14,AUSTRALIA
11815301,2005900425,2005-02-01,AUSTRALIA
11815301,2005906277,2005-11-14,AUSTRALIA
11814618,2005-015539,2005-01-24,JAPAN
11815502,0502252.0,2005-02-03,UNITED KINGDOM
11793703,04106932.9,2004-12-23,EUROPEAN PATENT OFFICE (EPO)
11815728,2005900574,2005-02-08,AUSTRALIA
11815931,2005 00303,2005-02-11,SPAIN
11816062,2005-034003,2005-02-10,JAPAN
11816062,2005-159804,2005-05-31,JAPAN
11815862,60/651434,2005-02-08,UNITED STATES OF AMERICA
11816302,PA 2005 00221,2005-02-15,DENMARK
11816302,PA 2005 00253,2005-02-18,DENMARK
11814639,0501456.8,2005-01-25,UNITED KINGDOM
11814639,0519306.5,2005-09-22,UNITED KINGDOM
11793928,20030100329,2003-08-01,GREECE
11816273,05300111.1,2005-02-14,EUROPEAN PATENT OFFICE (EPO)
11816273,PCT/IB2006/050404,2006-02-08,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
11792129,2004-352084,2004-12-03,JAPAN
11816610,2005-047991,2005-02-23,JAPAN
11817124,10-2005-0017067,2005-02-28,REPUBLIC OF KOREA
11817115,10-2005-0017066,2005-02-28,REPUBLIC OF KOREA
11816955,00337/05,2005-02-25,SWITZERLAND
11814460,2005900241,2005-01-20,AUSTRALIA
11793241,2004101061,2004-12-16,AUSTRALIA
11793241,2005903688,2005-07-12,AUSTRALIA
11817225,10-2005-0043591,2005-05-24,REPUBLIC OF KOREA
11814651,0501654.8,2005-01-26,UNITED KINGDOM
11817472,05290574.2,2005-03-15,EUROPEAN PATENT OFFICE (EPO)
11817472,05291850.5,2005-09-07,EUROPEAN PATENT OFFICE (EPO)
11792531,2004-355943,2004-12-08,JAPAN
11792531,2005-168318,2005-06-08,JAPAN
11817481,05290571.8,2005-03-15,EUROPEAN PATENT OFFICE (EPO)
11817481,05290573.4,2005-03-15,EUROPEAN PATENT OFFICE (EPO)
11817481,05290575.9,2005-03-15,EUROPEAN PATENT OFFICE (EPO)
11817481,05290572.6,2005-03-15,EUROPEAN PATENT OFFICE (EPO)
11817500,2005105976,2005-03-03,RUSSIAN FEDERATION
11793131,0427505.3,2004-12-16,UNITED KINGDOM
11817548,2006901235,2006-03-10,AUSTRALIA
11817537,05101674.9,2005-03-04,EUROPEAN PATENT OFFICE (EPO)
11817881,05101922.2,2005-03-11,EUROPEAN PATENT OFFICE (EPO)
11817918,2005-062284,2005-03-07,JAPAN
11817913,102005010804.0,2005-07-03,GERMANY
11817636,10 2005 010 979.9,2005-03-04,GERMANY
11792707,10 2004 059 682.4,2004-12-10,GERMANY
11883181,130/05,2005-01-28,SWITZERLAND
11883245,0550276,2005-01-31,FRANCE
11791920,2004-350287,2004-12-02,JAPAN
11817856,0504645.3,2005-03-07,UNITED KINGDOM
11883334,10 2005 005 295.9,2005-02-04,GERMANY
11817576,2005901040,2005-03-04,AUSTRALIA
11883676,10 2005 005 639.3,2005-02-05,GERMANY
11883676,10 2005 027 889.2,2005-06-16,GERMANY
11883676,10 2005 031 047.8,2005-07-02,GERMANY
11883676,10 2005 046 559.5,2005-09-28,GERMANY
11883676,10 2005 047 521.3,2005-10-04,GERMANY
11816677,05/01738,2005-02-21,FRANCE
11883681,0118/MUM/2005,2005-02-04,INDIA
11883681,0289/KOL/2005,2005-04-08,INDIA
11883904,0502529.1,2005-02-07,UNITED KINGDOM
11722645,2004-374519,2004-12-24,JAPAN
11791700,0426053.5,2004-11-26,UNITED KINGDOM
11883602,10 2005 005 642.3,2007-08-02,GERMANY
11795870,06/02608,2006-03-24,FRANCE
11816433,PA 2005 00262,2005-02-21,DENMARK
11883683,10 2005 007 800.1,2005-02-21,GERMANY
11884115,10 2005 007 924.5,2005-02-11,GERMANY
11884115,10 2005 045 876.9,2005-09-22,GERMANY
11883196,0502395.7,2005-02-05,UNITED KINGDOM
11884326,0424264.0,2004-11-02,UNITED KINGDOM
11883761,10-2005-0011238,2005-02-07,REPUBLIC OF KOREA
11884673,0503434.3,2005-02-18,UNITED KINGDOM
11817112,P 200500442,2005-02-28,SPAIN
11817581,0504118.1,2005-03-01,UNITED KINGDOM
11884764,10 2005 009 773.1,2005-02-28,GERMANY
11884764,10 2005 009 849.5,2005-03-01,GERMANY
11884281,10 2005 006 978.9,2005-02-15,GERMANY
11885038,20 2005 012 244.0,2005-02-25,GERMANY
11885038,10 2005 037 998.2,2005-08-09,GERMANY
11885015,10-2005-0015580,2005-02-24,REPUBLIC OF KOREA
11885035,20 2005 012 244.0,2005-02-25,GERMANY
11885035,10 2005 048 912.5,2005-10-10,GERMANY
11885034,10-2005-0015581,2005-02-24,REPUBLIC OF KOREA
11817501,10 2005 010 184.4,2005-03-02,GERMANY
11817132,2005900969,2006-03-02,AUSTRALIA
11816436,PA 2005 00232,2005-02-16,DENMARK
11885487,05004878.4,2005-03-05,EUROPEAN PATENT OFFICE (EPO)
11885358,05004742.2,2005-03-03,EUROPEAN PATENT OFFICE (EPO)
11885593,0504496.1,2005-03-04,UNITED KINGDOM
11884992,2005/000237,2005-02-23,AUSTRALIA
11886091,"11/128,977",2005-05-13,UNITED STATES OF AMERICA
11886116,2005901188,2005-03-11,AUSTRALIA
11886116,2005901189,2005-03-11,AUSTRALIA
11885074,2005-049805,2005-02-24,JAPAN
11885074,2005-263071,2005-09-09,JAPAN
11886174,0505076.0,2005-03-11,UNITED KINGDOM
11815509,2005-028425,2005-02-04,JAPAN
11816227,20050100069,2005-02-05,GREECE
11885195,2005901050,2005-03-04,AUSTRALIA
11885730,0609409.8,2006-05-12,UNITED KINGDOM
11885549,0550589,2005-03-04,FRANCE
11886143,10 2005 022 388.5,2005-05-14,GERMANY
11886180,0505200.6,2005-03-14,UNITED KINGDOM
11886055,0505437.4,2005-03-17,UNITED KINGDOM
11886368,05007251.1,2005-04-02,EUROPEAN PATENT OFFICE (EPO)
11886201,05101967.7,2005-03-14,EUROPEAN PATENT OFFICE (EPO)
11886558,05 006 000.3,2005-03-18,EUROPEAN PATENT OFFICE (EPO)
11884974,20055090,2005-02-24,FINLAND
11886362,2005901277,2005-03-16,AUSTRALIA
11886362,2005905142,2005-09-16,AUSTRALIA
11814512,GM 34/2005,2005-01-24,AUSTRIA
11814196,60584760,2004-06-30,UNITED STATES OF AMERICA
11814196,PCT/IB05/052141,2005-06-28,INTERNATIONAL BUREAU OF THE WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO)
11886224,2005-099570,2005-03-30,JAPAN
11886974,"11/084,890",2005-03-21,UNITED STATES OF AMERICA
11886711,05102494.1,2005-03-30,EUROPEAN PATENT OFFICE (EPO)
11814121,2005-008898,2005-01-17,JAPAN
11886455,P200500623,2005-03-17,SPAIN
11887313,0503068,2005-03-30,FRANCE
11886691,200500703,2005-03-23,SPAIN
11886811,05102298.6,2005-03-23,EUROPEAN PATENT OFFICE (EPO)
11887594,0507017.2,2005-04-06,UNITED KINGDOM
11887563,167772,2005-03-31,ISRAEL
11887651,05007694.2,2005-04-08,EUROPEAN PATENT OFFICE (EPO)
11887651,05010051.0,2005-05-09,EUROPEAN PATENT OFFICE (EPO)
11887676,05/03209,2005-04-01,FRANCE
11887602,856/DEL/2005,2005-04-04,INDIA
11905507,07-297578,1995-10-20,JAPAN
11908287,PCT/EP2005/002632,2005-03-11,EUROPEAN PATENT OFFICE (EPO)
11908027,05/02313,2005-03-08,FRANCE
11908108,05101773.9,2005-03-08,EUROPEAN PATENT OFFICE (EPO)
11884076,05384001.3,2005-02-11,EUROPEAN PATENT OFFICE (EPO)
11884076,05384002.1,2005-04-22,EUROPEAN PATENT OFFICE (EPO)
11813566,2005-008000,2005-01-14,JAPAN
11795937,05075203.9,2005-01-26,EUROPEAN PATENT OFFICE (EPO)
11908119,10 2005 010 345.6,2005-03-07,GERMANY
11813509,2005900062,2005-01-07,AUSTRALIA
11908348,0502449,2005-03-11,FRANCE
11909026,10-2005-0022988,2005-03-19,REPUBLIC OF KOREA
11813500,0600674.6,2006-01-13,UNITED KINGDOM
11813500,06380052.8,2006-03-17,EUROPEAN PATENT OFFICE (EPO)
11908928,10 2005 013 205.7,2005-03-20,GERMANY
11909137,05102401.4,2005-03-19,THE HONG KONG SPECIAL ADMINISTRATIVE REGION OF THE PEOPLE'S REPUBLIC OF CHINA
11908155,0505085.1,2005-03-11,UNITED KINGDOM
11909380,11/086000,2005-03-22,UNITED STATES OF AMERICA
11909314,10 2005 015 650.9,2005-04-05,GERMANY
11909301,2005108182,2005-03-24,RUSSIAN FEDERATION
11909382,0506263.3,2005-03-29,UNITED KINGDOM
11909161,2005901412,2005-03-22,AUSTRALIA
11909478,505/2005,2005-03-24,AUSTRIA
11909458,0505946.4,2005-03-23,UNITED KINGDOM
11909527,0500711-7,2005-03-22,SWEDEN
11909284,2005-084362,2005-03-23,JAPAN
11908999,05006017.7,2005-03-18,EUROPEAN PATENT OFFICE (EPO)
11909491,05006552.3,2005-03-24,EUROPEAN PATENT OFFICE (EPO)
11909784,0506337.5,2005-03-30,UNITED KINGDOM
11908709,2005-074056,2005-03-15,JAPAN
11887693,539076,2005-03-29,NEW ZEALAND
11910015,2005108721,2005-03-29,RUSSIAN FEDERATION
11886096,10-2005-011-229.3,2005-03-11,GERMANY
11885473,0504302.1,2005-03-02,UNITED KINGDOM
11886637,2005-079138,2005-03-18,JAPAN
11886637,2005-248876,2005-08-30,JAPAN
11886806,0550763,2005-03-23,FRANCE
11910238,2005-104457,2005-03-31,JAPAN
11910279,05252479.0,2005-04-20,EUROPEAN PATENT OFFICE (EPO)
11886620,0505862.3,2005-03-22,UNITED KINGDOM
11886620,0511993.8,2005-06-13,UNITED KINGDOM
11910245,P200500753,2005-04-01,SPAIN
11886810,10 2005 012 732.0,2005-03-19,GERMANY
11910652,RM2005A000158,2005-04-05,ITALY
11886184,0505221.2,2005-03-14,UNITED KINGDOM
11886165,2005-070840,2005-03-14,JAPAN
11886165,2005-220025,2005-07-29,JAPAN
11886165,2005-259045,2005-09-07,JAPAN
11886165,2006-001557,2006-01-06,JAPAN
11910752,2005-112507,2005-04-08,JAPAN
11910570,2005 110859,2005-04-07,JAPAN
11885308,05005713.2,2005-03-16,EUROPEAN PATENT OFFICE (EPO)
11885308,1652/05,2005-10-11,SWITZERLAND
11886279,2005901294,2005-03-16,AUSTRALIA
11911010,0507082.6,2005-04-08,UNITED KINGDOM
11885514,10 2005 009 745.6,2005-03-03,EUROPEAN PATENT OFFICE (EPO)
11910409,10 2005 014 950.2,2005-04-01,GERMANY
11885580,0500511736,2005-03-09,EUROPEAN PATENT OFFICE (EPO)
11885201,20 2005 003 524.6,2005-03-04,GERMANY
11885201,20 2005 007 089.0,2005-03-05,GERMANY
11885201,10 2005 032 526.2,2005-07-12,GERMANY
11911476,60671312,2005-04-14,UNITED STATES OF AMERICA
11884438,10-2005-0015093,2005-02-23,REPUBLIC OF KOREA
11910625,TO2005A000223,2005-04-05,ITALY
11886418,05380050.4,2005-03-18,EUROPEAN PATENT OFFICE (EPO)
11885089,PCT/US05/43760,2005-12-02,UNITED STATES OF AMERICA
11911534,A 637/2005,2005-04-14,AUSTRIA
11912256,10-2005-0033035,2005-04-21,REPUBLIC OF KOREA
11912256,10-2006-0035982,2006-04-21,REPUBLIC OF KOREA
11910428,05102518.7,2005-03-30,EUROPEAN PATENT OFFICE (EPO)
11883691,102005005127.8,2005-02-04,GERMANY
11883986,102005005628.8,2005-02-08,GERMANY
11883986,102005052310.2,2005-11-01,GERMANY
11883986,102550059746.7,2005-12-14,GERMANY
11883892,11/275628,2006-01-19,UNITED STATES OF AMERICA
11912541,05290815,2005-04-13,EUROPEAN PATENT OFFICE (EPO)
11912131,2005-124302,2005-04-21,JAPAN
11912752,10 2005 019 750.7,2005-04-28,GERMANY
11912963,0508850.5,2005-04-29,UNITED KINGDOM
11912963,0511760.1,2005-06-09,UNITED KINGDOM
11912963,0517718.3,2005-08-31,UNITED KINGDOM
11912963,0524199.7,2005-11-28,UNITED KINGDOM
11912979,10 2005 019 753.1,2005-04-28,GERMANY
11912718,05009430.9,2005-05-04,EUROPEAN PATENT OFFICE (EPO)
11912300,10 2005 018 343.3,2005-04-20,GERMANY
11911294,05.03602,2005-04-12,FRANCE
11912952,PCTES2005000229,2005-04-29,WORLD INTELLECTUAL PROPERTY ORGANIZATION (WIPO) (INTERNATIONAL BUREAU OF)
11912358,0509262.2,2005-05-06,UNITED KINGDOM
11910897,200510038818.3,2005-04-07,CHINA
11910897,200510040262.1,2005-05-27,CHINA
11910897,200510040261.7,2005-05-27,CHINA
11910897,200510041044.X,2005-07-02,CHINA
11910897,200510041043.5,2005-07-02,CHINA
11910897,200510041069.X,2005-07-05,CHINA
11910897,200510041070.2,2005-07-05,CHINA
11910897,200510041275.0,2005-07-18,CHINA
11910897,200510041274.6,2005-07-18,CHINA
11911201,200510012463.0,2005-04-21,CHINA
11912935,200510071262.8,2005-04-29,CHINA
11913517,0504497,2005-05-03,FRANCE
11913473,10 2005 021 034.1,2005-05-06,GERMANY
11913564,P200501080,2005-05-05,SPAIN
11913505,05103620.0,2005-05-02,EUROPEAN PATENT OFFICE (EPO)
11913503,1101/DEL/2005,2005-05-03,INDIA
11911440,0507482.8,2005-04-13,UNITED KINGDOM
11911440,0507739.1,2005-04-15,UNITED KINGDOM
11911440,0508288.8,2005-04-25,UNITED KINGDOM
11913576,539856,2005-05-05,NEW ZEALAND
11911395,0507490.1,2005-04-14,UNITED KINGDOM
11912836,2005-131004,2005-04-28,JAPAN
11913635,0509172.3,2005-05-04,UNITED KINGDOM
11913972,539931,2005-05-09,NEW ZEALAND
11913972,541671,2005-08-05,NEW ZEALAND
11913993,FI2005A000098,2005-05-10,ITALY
11913627,10 2005 021 435.5,2005-05-04,GERMANY
11911123,0507719.3,2005-04-16,UNITED KINGDOM
11914233,20 2005 007 870.0,2005-05-13,GERMANY
