application_number,child_application_number,child_filing_date
05688545,05934633,1978-08-17
05688545,05939212,1978-09-05
05689718,05740154,1976-11-08
05689849,05882687,1978-03-02
05689849,06214292,1980-12-08
05689969,05833784,1977-09-15
05687966,05893656,1978-04-05
05689234,05802683,1977-06-02
05690152,05868750,1978-01-12
05689834,05745568,1976-11-29
05689834,06106369,1979-12-21
05690262,05946097,1978-09-26
05689994,06090113,1979-11-01
05689994,06335111,1981-12-28
05689994,05900620,1978-04-27
05689994,05891330,1978-03-29
05689994,05896299,1978-04-14
05689994,06077583,1979-09-21
05689994,06154713,1980-05-30
05689994,06217765,1980-12-18
05689994,06229830,1981-01-30
05689994,06267334,1981-05-26
05689994,06639909,1984-08-10
05690401,05754110,1976-12-27
05690486,05873469,1978-01-30
05690599,06245081,1981-03-18
05690778,05850380,1977-11-10
05687290,07016901,1987-02-20
05690842,05889337,1978-03-23
05691008,05842482,1977-10-17
05691692,05841179,1977-10-11
05691718,05825060,1977-08-16
05691674,06183396,1980-09-02
05691674,06225410,1981-01-15
05691674,06715052,1985-03-22
05691799,05899124,1978-04-24
05691938,05867842,1978-01-09
05691938,90000769,1985-04-30
05691938,90001490,1988-04-08
05686900,05900991,1978-04-28
05686900,06312903,1981-10-19
05686900,06499386,1983-05-31
05692129,05823656,1977-08-11
05686751,05838690,1977-10-03
05686751,90001846,1989-09-19
05686751,90001995,1990-04-10
05691855,90004810,1997-10-17
05692331,06065873,1979-08-13
05692399,06112366,1980-01-15
05692350,05859183,1977-12-09
05692367,05866370,1978-01-03
05692729,05860845,1977-12-15
05692887,90000292,1982-11-22
05692878,05762021,1977-01-24
05692920,06133450,1980-03-24
05692920,06368683,1982-04-15
05692537,06013735,1979-02-21
05693134,05785290,1977-04-06
05693256,06276297,1981-06-22
05693330,06235110,1981-02-17
05693320,06061888,1979-07-30
05693356,05862653,1977-12-20
05693356,06355908,1982-03-08
05693402,05853701,1977-11-21
05693552,05920398,1978-06-29
05693599,05927494,1978-07-24
05686332,90000749,1985-03-28
05685695,90000224,1982-07-06
05693768,05964892,1978-11-30
05693730,05822195,1977-08-05
05693730,06062385,1979-07-31
05693745,05851168,1977-11-14
05691817,05896269,1978-04-14
05691817,06183496,1980-09-02
05691817,06183495,1980-09-02
05693893,06086439,1979-10-19
05692089,05796621,1977-05-16
05692089,05886493,1978-03-14
05693948,05852703,1977-11-18
05691658,05968625,1978-12-11
05694151,05943454,1978-09-18
05694229,05852368,1977-11-16
05690912,05877313,1978-02-13
05694347,06022289,1979-03-20
05694662,05934476,1978-08-17
05693805,05828107,1977-08-26
05693805,05828206,1977-08-26
05693805,05828207,1977-08-26
05693805,05828208,1977-08-26
05690632,06068672,1979-08-22
05690845,05889333,1978-03-23
05690731,06197476,1980-10-16
05690731,06570519,1984-01-12
05694851,06342261,1982-01-25
05694919,05802977,1977-06-02
05695162,06073883,1979-09-10
05695034,05882199,1978-02-28
05695034,06416176,1982-09-09
05695212,06114457,1980-01-23
05695217,05972108,1978-12-21
05695225,05865344,1977-12-28
05695314,05869110,1978-01-13
05695450,05789070,1977-04-20
05689364,05802889,1977-06-02
05689364,06265432,1981-05-20
05695694,05719783,1976-09-02
05689390,06070869,1979-08-29
05695791,06126336,1980-03-03
05695791,06569611,1984-01-10
05695750,05955777,1978-10-30
05696063,06110666,1980-01-09
05695977,05877166,1978-02-13
05695977,06009483,1979-02-05
05695977,06009594,1979-02-05
05695977,06147084,1980-05-07
05695977,06243031,1981-03-12
05696156,05937678,1978-08-28
05696459,06003260,1979-01-15
05695687,05756581,1977-01-03
05695687,05840876,1977-10-11
05695687,06218974,1980-12-22
05695687,06018072,1979-03-06
05695687,06058346,1979-07-17
05695687,06742268,1985-06-07
05695687,06742268,1985-06-07
05696502,90000723,1985-02-19
05695662,05756581,1977-01-03
05695662,05840876,1977-10-11
05695662,06018072,1979-03-06
05695662,06058346,1979-07-17
05695662,06218974,1980-12-22
05695662,06742268,1985-06-07
05695662,06742268,1985-06-07
05696936,05858451,1977-12-08
05696713,05921784,1978-07-03
05696713,06260305,1981-05-04
05696713,06199350,1980-10-21
05696713,06260306,1981-05-04
05696740,05778868,1977-03-18
05697065,06545482,1983-10-26
05695374,06263561,1981-05-14
05695242,05921364,1978-07-03
05695222,05897898,1978-04-18
05697300,05932249,1978-08-09
05697300,06493428,1983-05-10
05696966,06102544,1979-12-11
05697345,05811820,1977-06-30
05697213,05841489,1977-10-12
05697213,05850974,1977-11-14
05697213,05882048,1978-02-28
05697213,05889938,1978-03-24
05697213,07830405,1991-12-23
05697541,05875854,1978-02-07
05697547,06116745,1980-01-30
05697547,06394330,1982-07-01
05697937,06392089,1982-06-25
05697937,06834740,1986-02-28
05697937,07058399,1987-06-05
05697937,06606470,1984-06-01
05698240,05810703,1977-06-28
05698240,90000640,1984-09-28
05698249,06045808,1979-06-05
05697578,06193472,1980-10-03
05698324,06135176,1980-03-28
05698597,06003023,1979-01-12
05698648,05921131,1978-06-30
05698592,05830509,1977-09-06
05694509,90000241,1982-08-11
05694047,07028105,1986-10-14
05694047,90000120,1981-12-03
05694047,07393821,1989-08-15
05694097,05832225,1977-09-12
05698848,05885943,1978-03-13
05698848,06159447,1980-06-13
05698848,06319324,1981-11-09
05698848,06561655,1983-12-15
05698952,06072335,1979-09-04
05699088,05934213,1978-08-16
05699088,06498971,1983-05-27
05699789,06018253,1979-03-07
05700176,05863706,1977-12-23
05698384,90003004,1993-03-09
05699584,05774613,1977-03-04
05699584,06162659,1980-06-24
05697614,05885183,1978-03-10
05700335,05833458,1977-09-15
05697190,05923425,1978-07-10
05697436,90000288,1982-11-10
05697460,05882589,1978-03-02
05700595,05933024,1978-08-11
05700595,90001780,1989-06-05
05700784,06118327,1980-02-04
05700596,90001779,1989-06-05
05700811,05878591,1978-02-16
05700923,05917150,1978-06-19
05700922,05917427,1978-06-19
05700922,06144797,1980-04-28
05701155,05964525,1978-11-29
05701155,90000141,1982-01-25
05700941,05922883,1978-07-07
05700941,06748732,1985-06-25
05700941,07109084,1987-10-15
05700941,07109270,1987-10-15
05700941,07439006,1989-11-21
05696712,06260010,1981-05-04
05696712,06260306,1981-05-04
05701403,05927892,1978-07-25
05696674,05858506,1977-12-08
05701522,05869216,1978-01-13
05696170,06405487,1982-08-05
05701649,05828344,1977-08-29
05701794,05845629,1977-10-26
05701870,05913032,1978-06-07
05701375,05912597,1978-06-05
05702207,05888635,1978-03-21
05702207,90000957,1986-02-14
05701762,06003076,1979-01-12
05701762,06177281,1980-08-11
05701762,06262557,1981-05-11
05701762,06793459,1985-10-28
05702356,05824731,1977-08-15
05702227,05847898,1977-11-02
05702227,05924818,1978-07-14
05702227,05955526,1978-10-30
05702227,05955797,1978-10-30
05702227,06105249,1979-12-19
05702397,06303262,1981-09-17
05702422,05906761,1978-05-16
05700933,06164098,1980-06-30
05700933,06409165,1982-08-18
05700933,06891723,1986-07-29
05702194,06582317,1984-02-22
05701858,05914525,1978-06-12
05701858,05914807,1978-06-12
05701858,06109164,1980-01-02
05702678,06093036,1979-11-09
05700915,06105844,1979-12-20
05700852,05914575,1978-06-09
05700121,06118277,1980-02-01
05702907,05876387,1978-02-09
05703006,06125879,1980-02-29
05700222,05899479,1978-04-24
05700222,06148008,1980-05-08
05702924,05899467,1978-04-24
05702924,06101562,1979-12-10
05702924,06490852,1983-05-02
05703266,06167753,1980-07-14
05700038,06102935,1979-12-12
05700038,07204034,1988-06-08
05700043,90000036,1981-07-28
05699684,05964002,1978-11-27
05699684,06166514,1980-07-07
05699684,06714792,1985-03-22
05703496,05854165,1977-11-23
05703524,05907725,1978-05-19
05699469,05854499,1977-11-23
05699344,05876826,1978-02-10
05699344,06144731,1980-04-28
05699344,06450488,1982-12-16
05699397,05797666,1977-05-17
05703792,06104270,1979-12-17
05703547,90000691,1984-12-19
05703937,05854751,1977-11-25
05703862,06001648,1979-01-08
05703958,05955275,1978-10-26
05703962,06058198,1979-07-17
05704119,05861863,1977-12-19
05703952,05856253,1977-12-01
05703952,06017581,1979-03-05
05703952,06279050,1981-06-30
05703952,06356237,1982-03-08
05704328,06080252,1979-10-01
05704358,06071957,1979-09-04
05704358,06080959,1979-10-01
05704368,05935513,1978-08-21
05704362,07184192,1988-04-20
05704424,05913571,1978-06-08
05704424,06159181,1980-06-13
05704190,05863086,1977-12-22
05704190,06169673,1980-07-17
05704190,06171499,1980-07-23
05704190,06399006,1982-07-16
05704190,06755945,1985-07-15
05704190,07076145,1987-07-21
05704190,07116646,1987-11-04
05704190,07233598,1988-08-17
05703546,05916723,1978-06-19
05704722,06029583,1979-04-12
05704728,05876783,1978-02-10
05704833,05906792,1978-05-17
05704833,06424711,1982-09-27
05703313,06393231,1982-06-29
05704780,05798876,1977-05-20
05704780,06142145,1980-04-21
05704974,05898442,1978-04-20
05704975,05888303,1978-03-20
05704975,06231679,1981-02-05
05705104,05930055,1978-08-01
05705161,06171756,1980-07-24
05703126,06278063,1981-06-29
05705146,05893505,1978-04-04
05703234,06042304,1979-05-25
05702921,05775419,1977-03-07
05702396,05895150,1978-04-10
05702396,05941201,1978-09-11
05705333,05858702,1977-12-08
05705333,06026015,1979-04-02
05702148,05846889,1977-10-31
05705338,05848042,1977-11-03
05705338,05848049,1977-11-03
05705338,05848178,1977-11-03
05705644,05863985,1977-12-23
05705634,05839145,1977-10-03
05705525,05838888,1977-10-03
05705525,06031531,1979-04-19
05705525,06174024,1980-07-31
05705525,06521751,1983-08-08
05705525,06174024,1980-07-31
05705525,06521751,1983-08-08
05705873,05818414,1977-07-25
05705597,05867779,1978-01-09
05705597,90003594,1994-10-10
05705932,06242244,1981-03-10
05705932,06392426,1982-06-25
05702596,05916383,1978-06-16
05706022,05859492,1977-12-12
05706040,06186823,1980-09-12
05706198,05928779,1978-07-28
05706338,05908048,1978-05-22
05702247,05874006,1978-01-31
05701746,05881668,1978-02-27
05706623,05801536,1977-05-31
05706623,05881639,1978-02-27
05706343,05821022,1977-08-01
05706343,05835614,1977-09-22
05706343,06074942,1979-09-13
05706343,06079126,1979-09-26
05706343,06112773,1980-01-17
05706343,06147910,1980-05-08
05706343,06305901,1981-09-25
05706343,06466751,1980-07-18
05706343,06201842,1980-10-29
05706343,06393536,1982-06-30
05706343,06680208,1984-12-10
05706343,06931896,1986-11-17
05706343,07077042,1987-07-24
05706698,06138419,1980-04-22
05706698,06390522,1982-06-21
05706759,06022855,1979-03-23
05706067,06129237,1980-03-11
05706880,05841085,1977-10-11
05707097,05756543,1977-01-03
05707097,90002738,1992-05-29
05707117,06204293,1980-11-05
05707346,05916523,1978-06-19
05705966,05826293,1977-08-22
05707087,06105340,1979-12-19
05705868,05905686,1978-05-15
05705868,06031808,1979-04-20
05705539,06112407,1980-01-15
05705539,06428172,1982-09-29
05705539,07183671,1988-04-19
05705547,05885193,1978-03-10
05705470,05826928,1977-08-22
05707569,05866938,1978-01-04
05707647,06104099,1979-12-17
05707766,05875545,1978-02-06
05705149,06656621,1984-10-01
05705149,06656625,1984-10-01
05705149,07902397,1992-06-18
05705149,07896494,1992-06-04
05707895,06059600,1979-07-23
05707972,05898374,1978-04-20
05708025,90001108,1986-10-06
05708129,06256958,1981-04-23
05705145,06022934,1979-03-22
05705145,06103592,1979-12-14
05705145,06304322,1981-09-21
05705145,06371774,1982-04-26
05704976,05881669,1978-02-27
05708222,05809805,1977-06-24
05708222,05914908,1978-06-12
05708304,05967723,1978-12-08
05708304,06102384,1979-12-11
05708304,90001408,1987-12-31
05708304,90001409,1987-12-31
05708476,05830818,1977-09-06
05708752,05880739,1978-02-24
05708632,06238957,1981-02-27
05708632,06714525,1985-03-21
05708632,07026856,1987-03-17
05708635,05958665,1978-11-08
05708925,05907948,1978-05-22
05708569,05892074,1978-03-31
05708475,05847848,1977-11-02
05708941,06024005,1979-03-26
05708941,06201992,1980-10-29
05708941,06624923,1984-06-27
05709038,06110862,1980-01-09
05702569,06305511,1981-09-25
05702569,90003365,1994-03-22
05709068,05904353,1978-05-09
05709068,05904356,1978-05-09
05703821,05805910,1977-06-13
05703821,06259015,1981-04-30
05709385,06111977,1980-01-15
05709385,06407594,1982-08-12
05703633,05798392,1977-05-19
05709314,05866359,1978-01-03
05709314,05896468,1978-04-14
05709314,06007359,1979-01-29
05709492,05856911,1977-12-02
05709492,90001302,1987-08-06
05709014,05870243,1978-01-17
05708307,05829928,1977-09-01
05707235,06050507,1979-06-20
05709862,05845872,1977-10-27
05709862,06216205,1980-12-15
05708439,05817628,1977-07-21
05709872,90001457,1988-03-03
05710264,05832015,1977-09-09
05710063,05904062,1978-05-08
05707881,06285347,1981-07-20
05709467,05875344,1978-02-06
05710295,06118184,1980-02-01
05710295,06295002,1981-08-21
05710300,05910639,1978-05-30
05707838,05763828,1977-01-31
05707601,05948820,1978-10-05
05710612,05848488,1977-11-04
05710815,06035572,1979-05-03
05710936,06150744,1980-05-19
05710920,05801082,1977-05-27
05710517,06592968,1984-03-23
05710517,06706196,1985-02-27
05710517,06158414,1980-06-11
05710517,07698090,1991-05-10
05710517,08030506,1993-05-13
05710934,05896866,1978-04-17
05706715,05955084,1978-10-26
05706486,05936583,1978-08-23
05711207,05842979,1977-10-17
05711135,06327398,1981-12-04
05711359,06011303,1979-02-12
05711589,05843322,1977-10-18
05711588,06059901,1979-07-23
05711588,06447713,1982-12-07
05710901,05869493,1978-01-16
05710901,06072057,1979-09-04
05710901,06093629,1979-11-13
05710901,06164514,1980-07-02
05710901,06311252,1981-10-14
05710901,06399342,1982-07-19
05711673,06031558,1979-04-19
05710992,05892597,1978-04-03
05711876,05887037,1978-03-16
05711990,05901994,1978-05-01
05711990,06285347,1981-07-20
05710442,05914851,1978-06-12
05710442,06284760,1981-07-22
05710442,06353741,1982-03-01
05712275,05854257,1977-11-23
05711231,05930360,1978-08-02
05711231,05930361,1978-08-02
05712363,06233823,1981-02-12
05712363,06493803,1983-05-13
05712394,05812231,1977-07-01
05711014,05794875,1977-05-09
05710998,06095811,1979-11-19
05711980,05852053,1977-11-16
05711980,06211911,1980-12-01
05711980,06228621,1981-01-26
05711980,06328267,1981-12-07
05710951,05869077,1978-01-13
05710775,05901541,1978-05-01
05710183,06124645,1980-02-25
05712780,06235678,1981-02-18
05712931,05759002,1977-01-13
05710185,06142269,1980-04-21
05710185,06424885,1982-09-27
05710185,90001243,1987-05-12
05713062,06246795,1981-03-23
05713062,06656405,1984-09-28
05713302,05961583,1978-11-17
05709957,05911652,1978-06-01
05709957,06021198,1979-03-16
05709957,06279200,1981-06-30
05713308,06341424,1982-01-21
05713541,05874965,1978-02-03
05713541,06121078,1980-02-13
05713563,05861765,1977-12-19
05713576,06057753,1979-07-16
05709782,06109001,1979-12-31
05713507,06090036,1979-10-31
05709716,05874653,1978-02-01
05713703,06082992,1979-10-09
05713591,06679036,1984-12-06
05713591,90000140,1982-01-22
05709673,05934101,1978-08-15
05709564,06074376,1979-09-10
05709564,06235872,1981-02-19
05713707,05835390,1977-09-21
05713816,06121506,1980-02-14
05714054,05798043,1977-05-18
05714132,05830174,1977-09-02
05714132,05869132,1978-01-13
05714084,06188006,1980-09-17
05714133,06106023,1979-12-21
05714133,06390005,1982-06-18
05714133,06366123,1982-04-07
05714133,06376454,1982-05-10
05714133,06376889,1982-05-10
05714133,06403976,1982-08-02
05714133,06622321,1984-06-19
05714133,06782167,1985-10-02
05714133,06782170,1985-10-02
05714198,06092976,1979-11-09
05714167,05901871,1978-05-01
05714170,05903438,1978-05-08
05714170,06055437,1979-07-06
05714170,06037270,1979-05-09
05714170,06173517,1980-07-30
05714170,06320775,1981-11-12
05714170,06417013,1982-09-13
05714170,06733443,1985-05-13
05714239,06000701,1979-01-03
05714335,06620798,1984-06-14
05714335,90003634,1994-11-10
05713658,06412040,1982-08-26
05713658,06762199,1985-08-02
05714213,05901664,1978-05-04
05714213,06117938,1980-02-04
05714213,06117939,1980-02-04
05714213,06118022,1980-02-04
05714213,06118027,1980-02-04
05714213,06118368,1980-02-04
05714213,06118369,1980-02-04
05714213,06118370,1980-02-04
05714213,06118371,1980-02-04
05714213,06118373,1980-02-04
05714213,06118374,1980-02-04
05714213,06441021,1982-11-12
05714450,05912700,1978-06-05
05714525,06105900,1979-12-21
05714644,05935304,1978-08-21
05714644,06317307,1981-11-02
05714644,06443376,1982-11-22
05714577,05843750,1977-10-19
05713235,05927397,1978-07-24
05713235,06129360,1980-03-11
05714911,05795076,1977-05-09
05713258,05859135,1977-12-09
05713258,06084126,1979-10-12
05715131,06009589,1979-02-05
05712393,05928789,1978-07-28
05712393,05928986,1978-07-28
05712393,90002063,1990-06-20
05715496,05906762,1978-05-16
05715231,06045118,1979-06-04
05715590,05909404,1978-02-21
05715590,06251435,1981-04-06
05711964,05857591,1977-12-05
05711647,05890799,1978-03-27
05711647,06155366,1980-06-02
05711647,06228058,1981-01-26
05711647,06447816,1982-12-08
05711647,06292072,1981-08-12
05715812,06088802,1979-10-29
05715901,05808334,1977-06-20
05716254,05880567,1978-02-23
05716403,05965969,1978-12-04
05716403,06260496,1981-05-04
05716253,05885123,1978-03-10
05716253,05880567,1978-02-23
05716253,06097966,1979-11-28
05716501,05853166,1977-11-21
05715348,06321535,1981-11-16
05715348,07051738,1987-05-18
05715348,07394761,1989-08-15
05715348,07719845,1991-06-24
05715348,07874954,1992-04-22
05715348,08051089,1993-04-21
05715348,08172497,1993-12-23
05716682,90001009,1986-05-14
05716682,90001218,1987-04-17
05715855,90000171,1982-03-01
05715855,90000312,1983-01-12
05716770,05819940,1977-07-28
05716770,06200690,1980-10-27
05716770,06200699,1980-10-27
05716770,06248627,1981-03-27
05716770,06248635,1981-03-27
05716770,06248636,1981-03-27
05716770,06248637,1981-03-27
05716770,06248641,1981-03-27
05716770,06248664,1981-03-27
05716924,05841616,1977-10-13
05716909,05745025,1976-11-26
05714956,05899280,1978-04-24
05716771,05819941,1977-07-28
05716771,05935291,1978-08-21
05716771,05935300,1978-08-21
05716771,06012263,1979-02-15
05716771,06067491,1979-08-16
05716771,06067492,1979-08-16
05716771,06067493,1979-08-16
05716771,06067494,1979-08-16
05717090,05895438,1978-04-11
05717090,06036040,1979-05-04
05717192,05873568,1978-01-30
05717192,05867256,1978-01-05
05715272,06112757,1980-01-17
05715272,05966918,1978-12-06
05715124,06209273,1980-11-21
05714951,06162601,1980-06-24
05717411,05876779,1978-02-10
05717718,05842208,1977-10-14
05717718,05842209,1977-10-14
05718092,05858096,1977-12-07
05718149,05858708,1977-12-08
05718149,06121725,1980-02-15
05718149,06122198,1980-02-19
05718149,06122199,1980-02-19
05718105,05874060,1978-02-01
05718105,05874067,1978-02-01
05718105,05874130,1978-02-01
05718105,05920625,1978-06-29
05718105,06365134,1982-04-05
05718105,05773135,1977-02-28
05716960,05819856,1977-07-28
05716960,05932898,1978-08-11
05716960,05932899,1978-08-11
05716960,05932900,1978-08-11
05716960,05936295,1978-08-23
05716960,06051221,1979-06-22
05716960,06051222,1979-06-22
05716960,06051223,1979-06-22
05716960,06073451,1979-09-07
05716960,06073452,1979-09-07
05716960,06073453,1979-09-07
05716960,06073454,1979-09-07
05716960,06073455,1979-09-07
05716960,06073456,1979-09-07
05716960,06073457,1979-09-07
05716960,06073458,1979-09-07
05716960,06073459,1979-09-07
05716960,06073460,1979-09-07
05716960,06073461,1979-09-07
05716960,06073462,1979-09-07
05716960,06073463,1979-09-07
05716960,06073464,1979-09-07
05716960,06073576,1979-09-07
05716960,06073577,1979-09-07
05718281,05818897,1977-07-25
05714534,06184599,1980-09-05
05714534,06184600,1980-09-05
05718525,05927571,1978-07-24
05717730,05901896,1978-05-01
05717730,06351054,1982-02-22
05718563,90000317,1983-01-17
05718691,06648184,1984-09-06
05718361,05806379,1977-06-14
05718361,06211157,1980-11-28
05718657,05871674,1978-01-23
05718804,05944798,1978-09-22
05718549,05963628,1978-11-24
05719190,06062536,1979-07-31
05718569,06097474,1979-11-23
05719238,06168777,1980-07-11
05719357,05832800,1977-09-12
05717729,06095830,1979-11-19
05719851,05859860,1977-12-12
05720150,05896895,1978-04-17
05716972,05819857,1977-07-28
05716972,05959399,1978-11-09
05716972,05959400,1978-11-09
05716972,05959401,1978-11-09
05716972,06085832,1979-10-17
05716972,06085833,1979-10-17
05716972,06085834,1979-10-17
05717442,06263040,1981-05-12
05720033,05903047,1978-05-05
05716801,05830765,1977-09-06
05716867,06124418,1980-02-25
05719914,05911976,1978-06-02
05719914,90002931,1993-01-08
05719914,06201166,1980-10-27
05719914,90002932,1993-01-08
05719914,06600919,1984-04-16
05719914,90002933,1993-01-08
05719914,90003002,1993-03-22
05719958,05844599,1977-10-25
05716790,05778574,1977-03-17
05716790,90000114,1981-11-25
05716142,06159309,1980-06-13
05716142,06323262,1981-11-20
05720154,05910864,1978-05-30
05720154,05924132,1978-07-13
05719836,06041097,1979-05-21
05720071,05835406,1977-09-21
05720071,06018279,1979-03-07
05719484,05881227,1978-02-27
05719484,06111560,1980-01-14
05719484,06302886,1981-09-16
05719484,06302895,1981-09-16
05719484,06302896,1981-09-16
05719484,06302914,1981-09-16
05719484,06302922,1981-09-16
05719484,06837221,1986-11-10
05719484,07048519,1987-04-27
05719740,05910274,1978-05-30
05719740,06201147,1980-10-27
05718954,06150195,1980-05-15
05718954,06376407,1982-05-10
05719017,05927006,1978-07-24
05719017,06179427,1980-08-19
05719299,05878370,1978-02-16
05719299,06033660,1979-04-26
05719251,90001033,1986-06-17
05718579,06243806,1981-03-16
05720294,06057476,1979-07-13
05720776,06121674,1980-02-15
05720907,05823977,1977-08-12
05721032,05880293,1978-02-22
05721032,06220191,1980-12-23
05721005,05867396,1978-01-06
05720880,05879564,1978-02-21
05721315,05876031,1978-02-08
05721503,05884623,1978-03-06
05721727,05879828,1978-02-21
05721836,05912180,1978-06-05
05721836,06111248,1980-01-11
05722103,05888795,1978-03-21
05722103,90000906,1985-11-13
05721885,05869493,1978-01-16
05721885,06072057,1979-09-04
05721885,06093629,1979-11-13
05721885,06164514,1980-07-02
05721885,06311252,1981-10-14
05721885,06399342,1982-07-19
05721215,06444710,1983-01-19
05721215,90001368,1987-11-04
05721215,90001587,1988-08-26
05720721,05960996,1978-11-15
05720721,05960997,1978-11-15
05722532,05881560,1978-02-27
05720711,05843776,1977-10-20
05722572,06125428,1980-02-28
05720319,05873030,1978-01-27
05720319,05928032,1978-07-25
05720319,06095707,1979-11-19
05720319,06096262,1979-11-20
05722626,90000402,1983-06-13
05722641,05892657,1978-04-03
05722988,05920767,1978-06-30
05722988,05920936,1978-06-30
05722764,05958696,1978-11-08
05723475,06113033,1980-01-17
05723620,90003451,1994-06-06
05723825,05885718,1978-03-13
05723431,05934539,1978-08-17
05723431,06116257,1980-01-28
05723421,05892521,1978-04-03
05722964,05760499,1977-01-19
05722964,05802683,1977-06-02
05722964,06258848,1981-04-29
05722964,06221235,1980-12-30
05722964,06258848,1981-04-29
05723325,05907758,1978-05-19
05724015,06456506,1983-01-07
05724019,06062924,1979-08-02
05723049,05848527,1977-11-03
05723049,05941050,1978-09-11
05724022,06043480,1979-05-29
05722752,06181219,1980-08-22
05722752,06423034,1982-09-24
05722752,06632956,1984-07-20
05722489,05914950,1978-06-12
05722489,06180420,1980-08-22
05722489,06017067,1979-03-02
05722489,06223219,1981-01-07
05722489,06400673,1982-07-22
05724331,05897718,1978-04-19
05724454,06259712,1981-05-01
05724454,06500730,1983-06-03
05721909,05826865,1977-08-22
05721909,06106036,1979-12-21
05721909,06290427,1981-08-06
05721909,06291016,1981-08-07
05724825,05901546,1978-05-01
05721602,05777130,1977-03-14
05721602,06253961,1981-04-13
05721602,06474754,1983-03-14
05724929,06106498,1979-12-26
05724943,05890239,1978-03-27
05724943,05918795,1978-06-26
05724943,06153573,1980-05-27
05724943,06390706,1982-06-21
05725069,06228861,1981-01-27
05721050,05899699,1978-04-24
05721050,06120838,1980-02-12
05721050,06201725,1980-10-29
05725105,06021789,1979-03-19
05725272,05873852,1978-01-31
05720835,05870114,1978-01-17
05720835,06246364,1981-03-23
05720835,06329043,1981-12-09
05725371,05878308,1978-02-16
05725431,06189295,1980-09-22
05725740,06246383,1981-03-23
05725740,06448262,1982-12-09
05725548,05819857,1977-07-28
05725548,05959399,1978-11-09
05725548,05959400,1978-11-09
05725548,05959401,1978-11-09
05725548,06085832,1979-10-17
05725548,06085833,1979-10-17
05725548,06085834,1979-10-17
05725714,05906214,1978-05-15
05726137,05941154,1978-09-11
05726137,06411589,1982-08-25
05726170,05854488,1977-11-25
05725440,06134444,1980-03-27
05726273,05903245,1978-05-05
05724491,05787239,1977-04-13
05726280,06099898,1979-12-03
05724618,05864487,1977-12-27
05724939,05888937,1978-03-22
05724919,90000360,1983-04-18
05726320,05905312,1978-05-12
05726320,06039012,1979-05-14
05726320,06184505,1980-09-05
05726320,06205356,1980-11-10
05726320,06205357,1980-11-10
05724815,05849915,1977-11-09
05726471,06042069,1979-05-24
05724361,06187734,1980-09-16
05724361,06472499,1983-03-07
05724361,06623078,1984-06-21
05724361,06779398,1985-09-23
05724361,06881393,1986-07-02
05724515,05814450,1977-07-11
05726575,05829153,1977-08-30
05726575,06347199,1982-02-09
05726785,05883213,1978-03-03
05727113,05928491,1978-07-27
05727106,05842713,1977-10-17
05726455,06182783,1980-08-29
05726455,06392050,1982-06-25
05726455,06574691,1984-01-23
05727127,05924248,1978-07-13
05724267,05852190,1977-11-16
05727351,05898947,1978-04-21
05724057,05881344,1978-02-27
05723513,90000077,1981-09-30
05727518,05885190,1978-03-10
05727518,90000857,1985-09-17
05727518,90000859,1985-09-17
05727799,06252306,1981-04-09
05727860,06062853,1979-07-31
05727997,06172693,1980-07-28
05728100,05871044,1978-01-20
05728174,05838913,1977-10-03
05728174,06129079,1980-03-10
05728285,05811121,1977-06-28
05723911,05939400,1978-09-05
05727647,05903010,1978-05-04
05728406,05917582,1978-06-21
05728349,90000562,1984-05-24
05728345,05884932,1978-03-09
05728225,05885332,1978-03-10
05728224,05913090,1978-06-06
05728017,90000121,1981-12-03
05727806,06148606,1980-05-12
05727806,06627571,1984-07-03
05727906,06130032,1980-03-13
05728856,05838841,1977-10-03
05727498,05916433,1978-06-19
05728994,06020924,1979-03-15
05729237,06001036,1979-01-04
05729199,05903164,1978-05-05
05727116,06162217,1980-06-23
05729296,06251623,1981-04-06
05727405,90000111,1981-11-13
05729392,06003371,1979-01-05
05729289,05916114,1978-06-16
05729289,06079052,1979-09-26
05729289,06300994,1981-09-10
05726967,05922913,1978-07-10
05726967,06357379,1982-03-12
05726737,90003151,1993-07-30
05726680,05856286,1977-12-01
05729729,05873600,1978-01-30
05729729,90003565,1994-09-12
05729729,90003715,1995-02-03
05729907,06085436,1979-10-25
05729938,05825875,1977-08-19
05729831,05891330,1978-03-29
05729831,06217765,1980-12-18
05729831,06229830,1981-01-30
05729831,06639909,1984-08-10
05730039,05937229,1978-08-28
05730039,05937236,1978-08-28
05730039,06084004,1979-10-11
05726353,05868147,1978-01-09
05730275,06099092,1979-11-30
05730181,05863217,1977-12-22
05730181,06492549,1983-05-11
05730479,06080111,1979-09-28
05730485,05917150,1978-06-19
05725989,05888151,1978-03-16
05725193,06162040,1980-06-20
05730495,05917427,1978-06-19
05730495,06049519,1979-06-18
05730495,06144797,1980-04-28
05730612,05875104,1978-02-03
05729531,06116181,1980-01-28
05729761,05802484,1977-06-01
05729761,06077656,1979-09-21
05729761,06141267,1980-04-17
05729761,06141268,1980-04-17
05729761,06400206,1982-07-21
05729761,06400214,1982-07-21
05729761,06400319,1982-07-21
05729761,06412421,1982-08-27
05729761,06463147,1983-02-02
05729761,07015409,1987-02-17
05729761,07192249,1988-05-10
05729761,07200766,1988-05-31
05729761,07227156,1988-08-02
05729761,07515317,1990-04-18
05729761,07483329,1990-02-20
